,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,price,price-cur,locations,latitude,city,longtitude,id,date
285,Yeni tikili,23 / 24,110 m²,3,var,var,var,234000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37005679625383,Bakı,49.82993423938751,3178750,03 Yanvar 2023 
286,Yeni tikili,2 / 20,120 m²,3,var,,,138000,AZN,"Həzi Aslanov m.,Xətai r.",40.39816149998397,Bakı,49.84086155891422,3178752,25 Yanvar 2023 
287,Köhnə tikili,2 / 5,80 m²,4,var,,,155000,AZN,"8 Noyabr m.,Nəsimi r.",40.37660389427779,Bakı,49.8131650686264,3179773,30 Dekabr 2022 
288,Köhnə tikili,2 / 5,90 m²,3,var,,,270000,AZN,"Malokan bağı ,Nizami kinoteatrı ,Sahil bağı ,Sahil m.,Milli Konservatoriya ,Pedaqoji Universiteti ,Bakı Musiqi Akademiyası ,28 May m.,Nəsimi r.",40.37415589570544,Bakı,49.84486447041681,3179782,26 Yanvar 2023 
289,Yeni tikili,6 / 22,75 m²,2,var,,,148000,AZN,"İnşaatçılar m.,Yasamal r.",40.39816149998397,Bakı,49.84086155891422,3179789,01 Fevral 2023 
290,Yeni tikili,17 / 17,165 m²,4,var,var,var,230000,AZN,"Neftçilər m.,Nizami r.",40.41913797142315,Bakı,49.92514979797704,3179790,09 Fevral 2023 
291,Yeni tikili,4 / 14,114 m²,3,yoxdur,,,280000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.38930339224178,Bakı,49.85948536585312,3179800,26 Yanvar 2023 
292,Köhnə tikili,4 / 5,55 m²,2,var,,,103500,AZN,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.4130425,Bakı,49.81006439999999,3179817,26 Yanvar 2023 
293,Yeni tikili,3 / 6,50 m²,2,yoxdur,,,55000,AZN,Xırdalan,40.45628657389985,Xırdalan,49.72487190143394,3179818,26 Yanvar 2023 
294,Köhnə tikili,3 / 9,45 m²,2,var,var,var,89000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.40152503521376,Bakı,49.86131862059725,3181495,27 Yanvar 2023 
295,Yeni tikili,10 / 12,68 m²,2,yoxdur,,,66000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3182498,28 Yanvar 2023 
296,Köhnə tikili,1 / 2,100 m²,3,var,var,var,164000,AZN,"Mərkəzi Univermaq ,M.Ə.Sabir parkı ,İqsadiyyat Universiteti ,Axundov bağı ,İçəri Şəhər m.,Nizami m.,Səbail r.",40.40687051020995,Bakı,49.81628229163361,3182506,28 Yanvar 2023 
297,Yeni tikili,10 / 18,87 m²,2,yoxdur,,,38000,AZN,Xırdalan,40.45653302726497,Xırdalan,49.727565084072,3182514,28 Yanvar 2023 
298,Köhnə tikili,2 / 5,80 m²,3,var,,,140000,AZN,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3183128,28 Yanvar 2023 
299,Yeni tikili,7 / 16,124 m²,3,var,,,229000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,3183130,16 Mart 2023 
300,Köhnə tikili,1 / 9,40 m²,2,var,,,69000,AZN,"Sabunçu r.,Bakıxanov q.",40.421,Bakı,49.963,3183141,28 Yanvar 2023 
301,Yeni tikili,18 / 20,45 m²,2,var,var,var,91000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.40554735588255,Bakı,49.87506508827209,3184160,29 Yanvar 2023 
302,Köhnə tikili,8 / 9,80 m²,3,var,var,var,150000,AZN,Nizami r.,40.40011603328774,Bakı,49.83917601637808,3184174,29 Yanvar 2023 
303,Köhnə tikili,1 / 9,80 m²,3,var,var,var,102000,AZN,"Xətai r.,Həzi Aslanov q.",40.40011603328774,Bakı,49.83917601637808,3184176,29 Yanvar 2023 
304,Köhnə tikili,4 / 5,80 m²,3,var,,,109900,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41913797142315,Bakı,49.92514979797704,3184189,29 Yanvar 2023 
305,Yeni tikili,12 / 15,116 m²,3,var,,,260000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.4089166,Bakı,49.86399959999994,3184190,29 Yanvar 2023 
306,Yeni tikili,16 / 18,65 m²,2,var,,,175000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.38264366149726,Bakı,49.87209320068359,3184194,29 Yanvar 2023 
307,Yeni tikili,7 / 18,196 m²,5,var,,,360000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,İnşaatçılar m.,Yasamal r.",40.37660389427779,Bakı,49.8131650686264,3184205,29 Yanvar 2023 
308,Köhnə tikili,5 / 5,72 m²,3,var,var,var,67000,AZN,"Binəqədi r.,Binəqədi q.",40.46040525161798,Bakı,49.83045995235443,3185894,01 Fevral 2023 
309,Yeni tikili,11 / 14,125 m²,4,var,,,200000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40011603328774,Bakı,49.83917601637808,3185896,01 Fevral 2023 
310,Yeni tikili,7 / 11,102.3 m²,2,yoxdur,,,174000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37005679625383,Bakı,49.82993423938751,3186919,02 Fevral 2023 
311,Köhnə tikili,4 / 5,41 m²,2,,,,91000,AZN,"Dərnəgül m.,Binəqədi r.,7-ci mikrorayon q.",40.42859040840879,Bakı,49.85812060456878,3187901,15 Mart 2023 
312,Köhnə tikili,9 / 9,85 m²,3,var,,,132000,AZN,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.41699219735978,Bakı,49.93324756622318,3187907,03 Mart 2023 
313,Köhnə tikili,5 / 5,68 m²,3,var,,,116000,AZN,"Xətai r.,Həzi Aslanov q.",40.40011603328774,Bakı,49.83917601637808,3190059,04 Fevral 2023 
314,Köhnə tikili,6 / 9,80 m²,3,,,,130000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3191075,04 Fevral 2023 
315,Yeni tikili,6 / 16,97 m²,2,var,,,115000,AZN,Xırdalan,40.4543175634174,Xırdalan,49.73850886548041,3192277,04 Fevral 2023 
316,Köhnə tikili,8 / 9,95 m²,3,var,var,var,187000,AZN,"İnşaatçılar m.,Yasamal r.",40.37742938831814,Bakı,49.80915784835819,3192281,10 Fevral 2023 
317,Köhnə tikili,4 / 6,120 m²,3,var,,,454000,AZN,"Şəlalə parkı ,Prezident parkı ,Qubernator parkı ,Dağüstü parkı ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Səbail r.",40.3863784022024,Bakı,49.84768509864811,3192445,07 Mart 2023 
318,Yeni tikili,9 / 19,108 m²,2,yoxdur,,,148000,AZN,Xətai r.,40.40152503521376,Bakı,49.86131862059725,3193438,05 Fevral 2023 
319,Köhnə tikili,4 / 5,70 m²,3,var,,,107499,AZN,"Memar Əcəmi m.,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,3194443,15 Fevral 2023 
320,Yeni tikili,7 / 13,140 m²,4,var,,,319999,AZN,"Tibb Universiteti ,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,3194446,11 Yanvar 2023 
321,Yeni tikili,11 / 16,118 m²,3,yoxdur,,,420000,AZN,"Hüseyn Cavid parkı ,Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Nizami m.,Yasamal r.",40.38264366149726,Bakı,49.87209320068359,3201024,Dünən 14:55 
322,Köhnə tikili,6 / 9,82 m²,3,var,,,185000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40045263429023,Bakı,49.86704658944085,3201033,09 Fevral 2023 
323,Yeni tikili,11 / 19,68 m²,1,yoxdur,,,136000,AZN,"Tibb Universiteti ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,3201189,23 Fevral 2023 
324,Köhnə tikili,1 / 9,100 m²,4,var,,,200000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3201193,21 Mart 2023 
325,Yeni tikili,5 / 17,90 m²,3,var,var,var,210000,AZN,"Koala parkı ,Dostluq kinoteatrı ,Nəsimi bazarı ,Park Zorge ,Nəsimi r.",40.39146941100014,Bakı,49.84119415283203,3202188,15 Mart 2023 
326,Yeni tikili,3 / 16,60 m²,2,yoxdur,,,127000,AZN,"Xətai r.,Əhmədli q.",40.37538458314969,Bakı,49.95308030687742,3202191,10 Fevral 2023 
327,Yeni tikili,11 / 16,68 m²,2,yoxdur,,,143000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,8 Noyabr m.,Nəsimi r.",40.38930339224178,Bakı,49.85948536585312,3203182,10 Fevral 2023 
328,Yeni tikili,5 / 18,70 m²,2,var,,,157000,AZN,"Səbail r.,Badamdar q.",40.33835728170641,Bakı,49.80749128766418,3204190,25 Yanvar 2023 
329,Yeni tikili,10 / 19,78 m²,3,var,var,var,150000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39315019626541,Bakı,49.7957820079918,3205400,11 Fevral 2023 
330,Yeni tikili,14 / 20,70 m²,3,var,var,var,175000,AZN,"İzmir parkı ,M.Hüseynzadə parkı ,İdman kompleksi ,Sevil Qazıyeva parkı ,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,3205405,15 Fevral 2023 
331,Köhnə tikili,4 / 5,50 m²,2,var,,,101000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38266320611152,Bakı,49.80679550973488,3205407,11 Fevral 2023 
332,Yeni tikili,16 / 17,120 m²,3,var,,,255000,AZN,"Sirk ,Zabitlər parkı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Nizami m.,28 May m.,Nəsimi r.",40.3769019868296,Bakı,49.84521518028816,3205573,06 Mart 2023 
333,Yeni tikili,5 / 18,200 m²,5,var,var,var,325000,AZN,"Tibb Universiteti ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,3205575,12 Yanvar 2023 
334,Yeni tikili,11 / 16,95 m²,3,yoxdur,,,155000,AZN,"İnşaatçılar m.,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,3205576,24 Fevral 2023 
335,Yeni tikili,6 / 17,80 m²,2,var,,,170000,AZN,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.38162448577313,Bakı,49.87622510244449,3207579,08 Fevral 2023 
336,Yeni tikili,7 / 18,118 m²,3,var,,,359000,AZN,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.37849802028471,Bakı,49.87448841333393,3208570,22 Mart 2023 
337,Yeni tikili,8 / 18,105 m²,3,var,,,235000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Neft Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.38873191798482,Bakı,49.95395421981815,3209776,13 Fevral 2023 
338,Yeni tikili,8 / 14,125 m²,3,var,,,214500,AZN,"Əhmədli m.,Xalqlar Dostluğu m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,3209933,18 Yanvar 2023 
339,Köhnə tikili,8 / 9,85 m²,3,var,,,112999,AZN,"Həzi Aslanov m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,3209937,13 Fevral 2023 
340,Köhnə tikili,7 / 9,70 m²,2,var,var,var,104900,AZN,"Xətai r.,Həzi Aslanov q.",40.39352858614141,Bakı,49.8204231262207,3210933,15 Fevral 2023 
341,Yeni tikili,11 / 17,95 m²,3,var,,,245000,AZN,Nərimanov r.,40.40554735588255,Bakı,49.87506508827209,3212944,15 Fevral 2023 
342,Yeni tikili,4 / 16,155 m²,4,,,,109500,AZN,"Qaradağ r.,Lökbatan q.",40.42003133853511,Bakı,49.83897799691121,3214141,22 Mart 2023 
343,Köhnə tikili,4 / 5,43 m²,2,,,,103000,AZN,Yasamal r.,40.37533198376934,Bakı,49.81793688867354,3214314,21 Yanvar 2023 
344,Köhnə tikili,3 / 9,58 m²,2,,,,88000,AZN,Yasamal r.,40.40328327684168,Bakı,49.85078707337379,3215308,16 Fevral 2023 
345,Yeni tikili,6 / 16,90 m²,3,var,,,143000,AZN,Xətai r.,40.37613086332457,Bakı,49.91559462210881,3216315,16 Fevral 2023 
346,Yeni tikili,3 / 5,80 m²,3,,,,78000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3218515,17 Fevral 2023 
347,Yeni tikili,3 / 12,60 m²,2,var,,,82000,AZN,Xırdalan,40.45320025237507,Xırdalan,49.73458748644801,3218518,21 Yanvar 2023 
348,Köhnə tikili,2 / 5,65 m²,2,,,,105000,AZN,Nəsimi r.,40.40849866866917,Bakı,49.8250874043085,3218686,17 Fevral 2023 
349,Yeni tikili,13 / 17,140 m²,4,var,var,var,227000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40827054918257,Bakı,49.94906993957222,3222891,04 Fevral 2023 
350,Yeni tikili,3 / 17,180 m²,4,var,var,var,415000,AZN,"Hüseyn Cavid parkı ,Texniki Universiteti ,Sovetski ,Elmlər Akademiyası m.,Yasamal r.",40.40210780478213,Bakı,49.85758781433109,3223058,16 Mart 2023 
351,Köhnə tikili,3 / 10,60 m²,2,var,,,220000,AZN,"Səməd Vurğun parkı ,Port Baku ,Azadlıq meydanı ,28 May m.,Səbail r.",40.40687051020995,Bakı,49.81628229163361,3223059,26 Yanvar 2023 
352,Yeni tikili,1 / 4,41 m²,2,var,,,34000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3223068,21 Mart 2023 
353,Yeni tikili,9 / 27,98 m²,3,var,,,280000,AZN,"8 Noyabr m.,Yasamal r.,Yasamal q.",40.39596356120177,Bakı,49.81557369232178,3225068,27 Yanvar 2023 
354,Yeni tikili,4 / 17,201 m²,4,var,var,var,680000,AZN,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Sahil m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3226076,21 Fevral 2023 
355,Yeni tikili,12 / 18,90 m²,2,var,,,170000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41130678064476,Bakı,49.94813919067383,3226139,21 Fevral 2023 
356,Yeni tikili,6 / 14,68 m²,2,yoxdur,,,188000,AZN,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,3227427,22 Fevral 2023 
357,Yeni tikili,12 / 17,140 m²,3,var,,,245000,AZN,"Qara Qarayev m.,Koroğlu m.,Nizami r.",40.41932422288878,Bakı,49.92522239685059,3227429,11 Mart 2023 
358,Yeni tikili,16 / 17,58.4 m²,2,yoxdur,,,119000,AZN,"Xətai r.,Həzi Aslanov q.",40.3706289775018,Bakı,49.94195938110352,3228425,20 Fevral 2023 
359,Yeni tikili,5 / 16,90 m²,2,yoxdur,,,230000,AZN,"Elmlər Akademiyası m.,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.37024250177031,Bakı,49.97394200996779,3230419,24 Yanvar 2023 
360,Yeni tikili,6 / 7,144.7 m²,3,var,,,305000,AZN,"Ağ şəhər ,Xətai r.,Ağ şəhər q.",40.38451795372566,Bakı,49.88287618494944,3230424,08 Fevral 2023 
361,Yeni tikili,10 / 18,166 m²,3,var,,,310000,AZN,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Yasamal r.",40.37527925267428,Bakı,49.81583870935509,3231800,23 Fevral 2023 
362,Yeni tikili,17 / 19,83 m²,2,yoxdur,,,132300,AZN,"ASAN Xidmət №2 ,Ağ şəhər ,Şah İsmayıl Xətai m.,Xətai r.",40.37024250177031,Bakı,49.97394200996779,3236007,30 Yanvar 2023 
363,Yeni tikili,4 / 16,204 m²,4,yoxdur,,,264000,AZN,"Azadlıq Prospekti m.,Nəsimi m.,Binəqədi r.",40.37660389427779,Bakı,49.8131650686264,3236008,25 Fevral 2023 
364,Yeni tikili,18 / 22,139 m²,3,yoxdur,,,198000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Memar Əcəmi m.,Binəqədi r.,6-cı mikrorayon q.",40.37660389427779,Bakı,49.8131650686264,3236016,25 Fevral 2023 
365,Yeni tikili,13 / 16,106 m²,3,var,var,var,174000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,M.Ə.Rəsulzadə q.",40.4339581,Bakı,49.83662379999998,3236170,25 Fevral 2023 
366,Yeni tikili,18 / 20,142 m²,4,var,var,var,208000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39050562850388,Bakı,49.78779022216796,3238149,27 Yanvar 2023 
367,Yeni tikili,13 / 15,160 m²,4,var,var,var,369000,AZN,"Nəsimi bazarı ,Park Zorge ,Tibb Universiteti ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,3239255,18 Mart 2023 
368,Yeni tikili,12 / 19,72 m²,2,var,,,117000,AZN,Nizami r.,40.36942330420567,Bakı,49.82101321220402,3240395,21 Mart 2023 
369,Yeni tikili,17 / 17,109.4 m²,3,var,var,var,154500,AZN,"Neftçilər m.,Nizami r.",40.41913797142315,Bakı,49.92514979797704,3240554,27 Fevral 2023 
370,Yeni tikili,12 / 15,53 m²,2,yoxdur,,,114500,AZN,"Qara Qarayev m.,Nizami r.",40.37024250177031,Bakı,49.97394200996779,3240557,14 Fevral 2023 
371,Köhnə tikili,2 / 10,90 m²,3,var,,,270000,AZN,"Pedaqoji Universiteti ,Sahil bağı ,Malokan bağı ,Sahil m.,Azadlıq meydanı ,28 May m.,Yasamal r.",40.39989258617802,Bakı,49.83979431395813,3242553,10 Fevral 2023 
372,Yeni tikili,15 / 18,112 m²,3,var,,,222000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3243555,01 Mart 2023 
373,Köhnə tikili,3 / 5,36 m²,1,var,,,89000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yeni Yasamal q.",40.42501388353632,Bakı,49.91049531402914,3244759,01 Mart 2023 
374,Yeni tikili,10 / 16,40 m²,1,var,,,105000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Neft Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.38873191798482,Bakı,49.95395421981815,3244923,01 Mart 2023 
375,Yeni tikili,5 / 16,125 m²,3,var,,,230000,AZN,Binəqədi r.,40.40606433283491,Bakı,49.86231650326251,3244926,01 Mart 2023 
376,Yeni tikili,11 / 16,118 m²,3,yoxdur,,,230000,AZN,"Qara Qarayev m.,Koroğlu m.,Nizami r.",40.39989258617802,Bakı,49.83979431395813,3244930,01 Mart 2023 
377,Yeni tikili,10 / 18,50 m²,2,var,,,129500,AZN,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.4157710168948,Bakı,49.81499865115581,3247911,02 Mart 2023 
378,Köhnə tikili,4 / 4,40 m²,1,var,,,110000,AZN,"Sahil m.,Malokan bağı ,Sahil bağı ,Xalça Muzeyi ,Nizami kinoteatrı ,Pedaqoji Universiteti ,28 May m.,Səbail r.",40.40210780478213,Bakı,49.85758781433109,3252284,05 Mart 2023 
379,Köhnə tikili,5 / 5,58 m²,3,var,,,87500,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41438893513109,Bakı,49.8128158130822,3253497,05 Mart 2023 
380,Yeni tikili,4 / 20,108 m²,3,yoxdur,,,235000,AZN,"Təhsil Nazirliyi ,Azərbaycan turizm institutu ,Gənclik m.,Nərimanov r.",40.37613086332457,Bakı,49.91559462210881,3253665,03 Fevral 2023 
381,Yeni tikili,10 / 17,70.2 m²,3,,,,165000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40290847607685,Bakı,49.87054824829102,3258029,Dünən 23:27 
382,Yeni tikili,9 / 16,64 m²,2,var,,,149000,AZN,"Şərq bazarı ,Nərimanov r.",40.38819777252503,Bakı,49.85737884273698,3258036,12 Mart 2023 
383,Köhnə tikili,2 / 5,70 m²,2,var,,,120000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37935990747194,Bakı,49.80753699265142,3261030,06 Fevral 2023 
384,Yeni tikili,4 / 16,56 m²,2,var,,,72000,AZN,Xırdalan,40.45510161960235,Xırdalan,49.73669479445106,3262407,09 Mart 2023 
385,Yeni tikili,13 / 14,120 m²,3,var,,,185000,AZN,"Sabunçu r.,Bakıxanov q.",40.38855213843042,Bakı,49.87120270729065,3262408,09 Mart 2023 
386,Köhnə tikili,2 / 6,97 m²,3,var,var,var,205000,AZN,"Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Neft Akademiyası ,Nizami kinoteatrı ,28 May m.,Qış parkı ,Malokan bağı ,Sahil m.,Nəsimi r.",40.37785246979949,Bakı,49.84495829447273,3264416,09 Mart 2023 
387,Köhnə tikili,2 / 9,60 m²,2,var,,,115000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.38860793522917,Bakı,49.95784968518071,3265409,10 Mart 2023 
388,Yeni tikili,8 / 9,62 m²,2,yoxdur,,,121000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.3839039,Bakı,49.79972640000005,3266575,10 Mart 2023 
389,Yeni tikili,4 / 17,151 m²,3,var,,,308000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,3266580,10 Mart 2023 
390,Yeni tikili,6 / 6,92 m²,2,yoxdur,,,149000,AZN,"TQDK ,Gənclik m.,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,3266587,14 Mart 2023 
391,Köhnə tikili,4 / 5,75 m²,3,var,,,170000,AZN,"Beşmərtəbə ,Nizami m.,Yasamal r.,Yasamal q.",40.38781667161964,Bakı,49.85220193862915,3266748,14 Mart 2023 
392,Yeni tikili,10 / 12,105 m²,2,var,var,yoxdur,230000,AZN,"Mərkəzi Univermaq ,M.Ə.Sabir parkı ,İqsadiyyat Universiteti ,Axundov bağı ,İçəri Şəhər m.,Nizami m.,Yasamal r.",40.32414782190858,Bakı,49.8082760376262,3266750,11 Mart 2023 
393,Yeni tikili,14 / 15,94 m²,3,var,var,var,168000,AZN,"Həzi Aslanov m.,Xətai r.",40.39489418492813,Bakı,49.86098617315296,3269744,13 Mart 2023 
394,Yeni tikili,6 / 19,130 m²,4,var,var,var,281000,AZN,Xətai r.,40.39989258617802,Bakı,49.83979431395813,3271112,12 Mart 2023 
395,Yeni tikili,18 / 27,179 m²,4,var,,,331150,AZN,"8 Noyabr m.,20 Yanvar m.,Yasamal r.",40.37998753828459,Bakı,49.85486268997196,3273107,13 Mart 2023 
396,Yeni tikili,8 / 18,79 m²,2,yoxdur,,,130000,AZN,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40272086844424,Bakı,49.85306114056155,3274101,13 Mart 2023 
397,Yeni tikili,4 / 12,126 m²,3,var,,,208000,AZN,"8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.39721269901035,Bakı,49.8150472642803,3274102,19 Fevral 2023 
398,Yeni tikili,4 / 17,170 m²,4,yoxdur,,,204000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.36822884896801,Bakı,49.813362210989,3275211,14 Mart 2023 
399,Yeni tikili,12 / 16,100 m²,3,var,,,200000,AZN,"Nəriman Nərimanov m.,Gənclik m.,Nərimanov r.",40.3651072257085,Bakı,49.81950849294662,3275218,14 Mart 2023 
400,Yeni tikili,17 / 17,142 m²,3,yoxdur,,,137000,AZN,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37970966088214,Bakı,49.95355725288391,3275281,14 Mart 2023 
401,Yeni tikili,18 / 18,107 m²,4,yoxdur,,,105000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3275312,14 Mart 2023 
402,Köhnə tikili,7 / 9,100 m²,5,var,,,140000,AZN,Suraxanı r.,40.40152503521376,Bakı,49.86131862059725,3275318,14 Mart 2023 
403,Yeni tikili,10 / 16,98 m²,2,yoxdur,,,110000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39590466648884,Bakı,49.78797239333184,3275343,14 Mart 2023 
404,Köhnə tikili,2 / 5,91 m²,3,var,,,147000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42244994408038,Bakı,49.84200702380372,3275345,13 Fevral 2023 
405,Yeni tikili,12 / 17,51 m²,3,yoxdur,,,123000,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.42559068088477,Bakı,49.84325992468117,3275356,08 Mart 2023 
406,Yeni tikili,9 / 14,191 m²,4,var,var,var,264000,AZN,"Neftçilər m.,Qara Qarayev m.,Nizami r.,8-ci kilometr q.",,Bakı,,3276194,14 Mart 2023 
407,Yeni tikili,4 / 16,95 m²,3,var,var,var,265000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.39778564936721,Bakı,49.80834245681763,3276196,Dünən 20:00 
408,Yeni tikili,12 / 17,130 m²,3,var,,,228000,AZN,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.38373468484185,Bakı,49.81024682521824,3276204,15 Mart 2023 
409,Yeni tikili,13 / 15,125 m²,3,var,,,175000,AZN,"Sabunçu r.,Bakıxanov q.",40.39352858614141,Bakı,49.8204231262207,3276212,14 Mart 2023 
410,Köhnə tikili,4 / 5,40 m²,2,,,,88000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40368462793528,Bakı,49.94055390357971,3276215,14 Mart 2023 
411,Yeni tikili,4 / 9,54.8 m²,1,var,,,60500,AZN,Abşeron r.,40.48618300309195,Bakı,49.75782827928962,3276224,14 Mart 2023 
412,Yeni tikili,9 / 14,63 m²,3,var,,,115000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38801546191969,Bakı,49.78726122937216,3276226,14 Mart 2023 
413,Yeni tikili,2 / 4,68.5 m²,2,var,,,70000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3276256,14 Mart 2023 
414,Yeni tikili,18 / 20,170 m²,4,var,,,275000,AZN,"Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.38191798413662,Bakı,49.82581892929693,3276266,28 Fevral 2023 
415,Köhnə tikili,5 / 5,75 m²,3,var,,,115000,AZN,"Xalqlar Dostluğu m.,Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40110868944821,Bakı,49.95258024231274,3276272,14 Mart 2023 
416,Köhnə tikili,2 / 5,50 m²,2,var,var,var,125000,AZN,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.37742938831814,Bakı,49.80915784835819,3276280,14 Mart 2023 
417,Köhnə tikili,9 / 9,80 m²,3,var,,,93500,AZN,"Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,3276283,14 Mart 2023 
418,Yeni tikili,6 / 12,75 m²,2,var,var,var,150000,AZN,"Memar Əcəmi m.,Binəqədi r.",40.40366828798837,Bakı,49.87215757369995,3276289,14 Mart 2023 
419,Yeni tikili,13 / 16,100 m²,3,yoxdur,,,170000,AZN,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.4124873801091,Bakı,49.82416221062008,3276328,14 Mart 2023 
420,Yeni tikili,5 / 5,50 m²,3,var,,,90000,AZN,Astara r.,38.468711,Astara,48.8762355,3276362,14 Mart 2023 
