,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,Təmir,price,price-cur,locations,latitude,city,longtitude,id,date,İpoteka
412,Yeni tikili,3 / 22,153 m²,3,var,var,295000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,8 Noyabr m.,Nərimanov r.",40.39980377915154,Bakı,49.86642837524414,3280918,16 Mart 2023 ,var
413,Yeni tikili,6 / 18,40 m²,1,yoxdur,,96000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,3280986,15 Fevral 2023 ,
414,Köhnə tikili,5 / 5,45 m²,2,var,,81500,AZN,"Qara Qarayev m.,Nizami r.",40.37613086332457,Bakı,49.91559462210881,3281304,16 Mart 2023 ,
415,Köhnə tikili,8 / 9,115 m²,4,var,var,132000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38274990424748,Bakı,49.8084390163422,3281564,Bugün 11:35 ,var
416,Köhnə tikili,5 / 5,55 m²,2,var,,85000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.42463128324992,Bakı,49.82827342647775,3282075,17 Mart 2023 ,
417,Yeni tikili,8 / 12,35 m²,1,var,,85000,AZN,Yasamal r.,40.37533198376934,Bakı,49.81793688867354,3282077,17 Mart 2023 ,
418,Yeni tikili,2 / 9,53 m²,2,var,,109000,AZN,"Yasamal r.,Yasamal q.",40.37720956098057,Bakı,49.79645282544423,3282233,17 Mart 2023 ,
419,Yeni tikili,16 / 16,95 m²,3,var,var,159000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.",40.39980377915154,Bakı,49.86642837524414,3283296,17 Mart 2023 ,var
420,Yeni tikili,4 / 16,45 m²,1,yoxdur,,108000,AZN,"Nərimanov heykəli ,Sovetski ,Texniki Universiteti ,Space TV ,Hüseyn Cavid parkı ,Elmlər Akademiyası m.,İçəri Şəhər m.,Yasamal r.",40.38321447491986,Bakı,49.87406198881672,3283300,17 Mart 2023 ,
421,Köhnə tikili,5 / 9,80 m²,3,var,,200000,AZN,"Azadlıq meydanı ,Səməd Vurğun parkı ,Port Baku ,28 May m.,Sahil m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3285648,21 Mart 2023 ,
422,Yeni tikili,17 / 18,85 m²,2,yoxdur,,121000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.37964191532144,Bakı,49.84644796683803,3285857,21 Fevral 2023 ,
423,Yeni tikili,1 / 6,207 m²,5,var,yoxdur,207000,AZN,"Xətai r.,Həzi Aslanov q.",40.4053327515815,Bakı,49.81380344106,3285874,18 Mart 2023 ,var
424,Yeni tikili,6 / 14,60 m²,2,yoxdur,,170000,AZN,"Qış parkı ,Sirk ,Nizami m.,28 May m.,Sahil m.,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3285875,22 Mart 2023 ,
425,Yeni tikili,6 / 7,62 m²,2,yoxdur,,47500,AZN,Abşeron r.,40.385340540989,Xırdalan,49.82866287231445,3286065,18 Mart 2023 ,
426,Yeni tikili,3 / 18,82 m²,2,yoxdur,,146000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3286196,09 Mart 2023 ,
427,Köhnə tikili,5 / 5,40 m²,1,var,,100000,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40952590477563,Bakı,49.84445571899418,3286262,18 Mart 2023 ,
428,Köhnə tikili,9 / 10,65 m²,2,var,var,120000,AZN,"Xalqlar Dostluğu m.,Əhmədli m.,Xətai r.",40.39980377915154,Bakı,49.86642837524414,3286477,18 Mart 2023 ,var
429,Yeni tikili,12 / 18,122 m²,3,var,,240000,AZN,"Dərnəgül m.,Binəqədi r.",40.38613323957885,Bakı,49.82919931411747,3286496,18 Mart 2023 ,
430,Köhnə tikili,1 / 9,85 m²,3,var,var,130000,AZN,"Neftçilər m.,Nizami r.",40.39816149998397,Bakı,49.84086155891422,3286505,Dünən 18:25 ,var
431,Köhnə tikili,4 / 5,43 m²,2,var,,89000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.42770543322438,Bakı,49.85170175343212,3287010,19 Mart 2023 ,
432,Yeni tikili,11 / 16,168 m²,3,var,var,375000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38393649913722,Bakı,49.82891160497888,3290438,20 Mart 2023 ,var
433,Köhnə tikili,3 / 5,30 m²,1,var,,95000,AZN,"Nizami kinoteatrı ,Sahil m.,Fontanlar bağı ,Malokan bağı ,Xalça Muzeyi ,Nəsimi r.,Kubinka q.",40.39336516184337,Bakı,49.79300022125244,3290573,20 Mart 2023 ,
434,Yeni tikili,14 / 19,100 m²,3,var,var,163000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.39489418492813,Bakı,49.86098617315296,3290579,20 Mart 2023 ,var
435,Yeni tikili,4 / 17,164 m²,4,var,var,375000,AZN,"Ayna Sultanova heykəli ,Nərimanov r.",40.38218599850386,Bakı,49.81046676635742,3290866,Dünən 12:12 ,var
436,Yeni tikili,17 / 17,77 m²,2,var,,112500,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37738239264175,Bakı,49.82495069503784,3290873,20 Mart 2023 ,
437,Yeni tikili,5 / 6,90 m²,3,var,var,80000,AZN,"Abşeron r.,Mehdiabad q.",40.40952590477563,Bakı,49.84445571899418,3290884,22 Mart 2023 ,var
438,Köhnə tikili,5 / 5,40 m²,1,var,,73000,AZN,"Həzi Aslanov m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,3290888,21 Mart 2023 ,
439,Yeni tikili,3 / 16,62 m²,2,var,,126000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.37738239264175,Bakı,49.82495069503784,3290962,20 Mart 2023 ,
440,Yeni tikili,12 / 17,116 m²,3,var,,253000,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,3291190,04 Mart 2023 ,
441,Yeni tikili,11 / 17,139.5 m²,3,yoxdur,,340000,AZN,"Azərbaycan turizm institutu ,Gənclik m.,Nərimanov r.",40.3765957210189,Bakı,49.85243260860443,3291192,Dünən 14:00 ,
442,Yeni tikili,10 / 22,93 m²,2,var,,240000,AZN,"Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.38499730777751,Bakı,49.83810424804688,3291384,20 Mart 2023 ,
443,Köhnə tikili,2 / 9,90 m²,3,var,var,129000,AZN,"Həzi Aslanov m.,Xətai r.",40.38816806232006,Bakı,49.83243942260742,3291385,23 Mart 2023 ,var
444,Yeni tikili,19 / 19,54 m²,2,var,,78000,AZN,"Həzi Aslanov m.,Xətai r.",40.40152503521376,Bakı,49.86131862059725,3291386,19 Fevral 2023 ,
445,Köhnə tikili,2 / 9,75 m²,3,var,,132000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.39298300258589,Bakı,49.95403544813546,3291505,20 Mart 2023 ,
446,Yeni tikili,14 / 20,103 m²,2,yoxdur,,146000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38046156179651,Bakı,49.81176495552063,3291523,20 Mart 2023 ,
447,Yeni tikili,3 / 6,77 m²,2,var,,82000,AZN,Xırdalan,40.46125074250121,Xırdalan,49.72313622788078,3291524,20 Mart 2023 ,
448,Yeni tikili,16 / 18,85 m²,2,var,yoxdur,164500,AZN,"TQDK ,Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,3291528,Bugün 21:00 ,var
449,Yeni tikili,5 / 17,34.7 m²,2,var,var,92000,AZN,"Qara Qarayev m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,3294253,22 Mart 2023 ,var
450,Köhnə tikili,2 / 9,95 m²,4,,,170000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42575661152763,Bakı,49.84119316588954,3295415,06 Mart 2023 ,
451,Köhnə tikili,2 / 5,80 m²,3,var,,135000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.42622454091206,Bakı,49.84693739042973,3295418,22 Mart 2023 ,
452,Yeni tikili,6 / 16,215 m²,4,var,,280000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3295611,22 Mart 2023 ,
453,Köhnə tikili,7 / 9,55 m²,2,var,var,110000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.37738239264175,Bakı,49.82495069503784,3295662,22 Mart 2023 ,var
454,Yeni tikili,2 / 20,124 m²,3,yoxdur,,218000,AZN,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,3295804,23 Mart 2023 ,
455,Yeni tikili,16 / 16,107 m²,3,var,,185000,AZN,"Həzi Aslanov m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,3295813,22 Mart 2023 ,
456,Köhnə tikili,1 / 4,60 m²,2,var,,95000,AZN,"Xətai r.,Həzi Aslanov q.",40.38218599850386,Bakı,49.81046676635742,3296144,22 Mart 2023 ,
457,Köhnə tikili,8 / 9,32 m²,1,var,yoxdur,79000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.42438288325133,Bakı,49.81417006461088,3296145,22 Mart 2023 ,var
458,Köhnə tikili,4 / 5,64 m²,2,var,,120000,AZN,"Pedaqoji Universiteti ,Sahil bağı ,Malokan bağı ,Azadlıq meydanı ,Sahil m.,28 May m.,Səbail r.",40.37005679625383,Bakı,49.82993423938751,3296205,14 Mart 2023 ,
459,Köhnə tikili,8 / 9,110 m²,4,var,var,168000,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.37005679625383,Bakı,49.82993423938751,3296206,22 Mart 2023 ,var
460,Yeni tikili,7 / 13,170 m²,4,var,,307000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.42793349999999,Bakı,49.81359980000002,3296484,23 Mart 2023 ,
461,Yeni tikili,3 / 16,113 m²,3,yoxdur,,260000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40293006031246,Bakı,49.87093981582597,3296537,23 Mart 2023 ,
462,Köhnə tikili,3 / 4,80 m²,3,var,,170000,AZN,"Nizami kinoteatrı ,Milli Konservatoriya ,Qış parkı ,Bakı Musiqi Akademiyası ,Malokan bağı ,Sahil m.,28 May m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3296999,23 Mart 2023 ,
463,Yeni tikili,5 / 17,150 m²,3,var,,250000,AZN,"İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3297146,Bugün 16:52 ,
464,Yeni tikili,8 / 16,60 m²,2,var,,150000,AZN,"Neftçilər m.,Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.40952590477563,Bakı,49.84445571899418,3300177,24 Mart 2023 ,
465,Yeni tikili,18 / 18,50 m²,2,yoxdur,,70000,AZN,Binəqədi r.,40.40952590477563,Bakı,49.84445571899418,3300180,24 Mart 2023 ,
466,Yeni tikili,9 / 18,220 m²,4,var,var,460000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3301173,Dünən 22:21 ,var
467,Yeni tikili,10 / 15,155 m²,3,,,296000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Azərbaycan Dillər Universiteti ,Neft Akademiyası ,Nəsimi r.",40.38264366149726,Bakı,49.84677314758301,3302124,Dünən 10:00 ,
468,Yeni tikili,13 / 14,105 m²,3,yoxdur,,160000,AZN,Yasamal r.,40.39816149998397,Bakı,49.84086155891422,3302613,23 Mart 2023 ,
469,Yeni tikili,13 / 18,119.3 m²,3,,,155100,AZN,Xətai r.,40.36724825971712,Bakı,49.94108996428486,3302840,Dünən 13:00 ,
470,Yeni tikili,15 / 17,137 m²,4,var,,240000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39280521018742,Bakı,49.82898048093937,3302842,Dünən 13:00 ,
471,Yeni tikili,8 / 18,180 m²,4,var,,320000,AZN,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.40718945487256,Bakı,49.81836318969727,3302843,Dünən 13:00 ,
472,Yeni tikili,6 / 21,106 m²,3,var,,260000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.38930339224178,Bakı,49.85948536585312,3302847,Dünən 13:00 ,
473,Yeni tikili,2 / 17,104 m²,3,var,var,159500,AZN,"20 Yanvar m.,Yasamal r.",40.37862575802446,Bakı,49.83980533468834,3302848,16 Mart 2023 ,var
474,Yeni tikili,23 / 27,106 m²,2,var,var,279000,AZN,"8 Noyabr m.,Yasamal r.",40.39554451101022,Bakı,49.81554088212997,3302853,Dünən 13:00 ,var
475,Yeni tikili,16 / 16,93 m²,3,var,,160000,AZN,"Zərifə Əliyeva adına park ,Memar Əcəmi m.,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.37660389427779,Bakı,49.8131650686264,3302856,Dünən 13:00 ,
476,Yeni tikili,16 / 19,84 m²,2,var,,170000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi bazarı ,Nəsimi r.",40.39203732471822,Bakı,49.84165549278259,3302870,Dünən 13:00 ,
477,Köhnə tikili,2 / 5,35 m²,2,var,,84500,AZN,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.37366342035062,Bakı,49.84738061053454,3303083,Dünən 14:00 ,
478,Köhnə tikili,1 / 5,60 m²,2,var,,135000,AZN,"Space TV ,Yasamal r.",40.3651072257085,Bakı,49.81950849294662,3303086,Dünən 14:00 ,
479,Yeni tikili,12 / 18,80 m²,3,var,var,164995,AZN,"İnşaatçılar m.,Yasamal r.",40.39352858614141,Bakı,49.8204231262207,3304084,Dünən 18:00 ,var
480,Yeni tikili,10 / 20,105 m²,3,yoxdur,,220000,AZN,"20 Yanvar m.,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.4053327515815,Bakı,49.81380344106,3304085,06 Mart 2023 ,
481,Yeni tikili,7 / 16,105 m²,3,var,,164000,AZN,"Avtovağzal m.,Binəqədi r.,Biləcəri q.",40.42003133853511,Bakı,49.83897799691121,3304086,Dünən 17:33 ,
482,Yeni tikili,6 / 12,95 m²,2,var,,165000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,3304090,Dünən 18:00 ,
483,Yeni tikili,6 / 12,147 m²,2,yoxdur,,338000,AZN,"Axundov bağı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Qubernator parkı ,Prezident parkı ,M.Ə.Sabir parkı ,Səbail r.",40.39414959485713,Bakı,49.7993946075439,3304091,Dünən 18:00 ,
484,Köhnə tikili,4 / 9,85 m²,3,var,,135000,AZN,"Yasamal r.,Yeni Yasamal q.",40.40210780478213,Bakı,49.85758781433109,3306164,24 Fevral 2023 ,
485,Yeni tikili,14 / 14,137 m²,4,yoxdur,,197000,AZN,"Qara Qarayev m.,Koroğlu m.,Nizami r.",40.40152503521376,Bakı,49.86131862059725,3306166,27 Fevral 2023 ,
486,Yeni tikili,5 / 17,94 m²,2,var,var,169000,AZN,"Ukrayna dairəsi ,Həzi Aslanov m.,Əhmədli m.,Xətai r.,Əhmədli q.",40.37221545360581,Bakı,49.95304124562139,3306169,24 Fevral 2023 ,var
487,Yeni tikili,11 / 19,88 m²,2,yoxdur,,145000,AZN,"Xətai r.,Əhmədli q.",40.35561987354004,Bakı,49.96059536933899,3307122,23 Mart 2023 ,
488,Yeni tikili,2 / 7,60 m²,2,var,,68000,AZN,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,3307126,24 Fevral 2023 ,
489,Yeni tikili,6 / 17,136 m²,3,var,,308000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38403465783787,Bakı,49.81028357468267,3307237,24 Fevral 2023 ,
490,Yeni tikili,15 / 17,82 m²,2,var,var,164000,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.37862575802446,Bakı,49.83980533468834,3307602,14 Mart 2023 ,var
491,Köhnə tikili,4 / 5,70 m²,2,var,var,158000,AZN,"Neftçi bazası ,Nərimanov r.",40.39980377915154,Bakı,49.86642837524414,3307604,19 Mart 2023 ,var
492,Yeni tikili,10 / 16,120 m²,3,var,,232000,AZN,"Həzi Aslanov m.,Xətai r.",40.40152503521376,Bakı,49.86131862059725,3307850,27 Fevral 2023 ,
493,Yeni tikili,8 / 8,65 m²,3,var,var,85000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.39352858614141,Bakı,49.8204231262207,3307858,01 Mart 2023 ,var
494,Yeni tikili,10 / 21,206 m²,4,var,,500000,AZN,"Elmlər Akademiyası m.,İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3307863,Dünən 11:08 ,
495,Yeni tikili,3 / 17,170 m²,3,var,var,245000,AZN,"Nəriman Nərimanov m.,Nərimanov r.,Böyükşor q.",40.40844169390889,Bakı,49.86573843383789,3307872,25 Fevral 2023 ,var
496,Yeni tikili,9 / 16,70 m²,2,var,,135000,AZN,"Həzi Aslanov m.,Xətai r.",40.40152503521376,Bakı,49.86131862059725,3307877,26 Fevral 2023 ,
497,Köhnə tikili,7 / 9,85 m²,3,var,,170000,AZN,Nərimanov r.,40.40996885331356,Bakı,49.82762687156786,3307880,25 Fevral 2023 ,
498,Yeni tikili,18 / 19,128 m²,3,var,,210000,AZN,"İnşaatçılar m.,20 Yanvar m.,Yasamal r.",40.3949274710103,Bakı,49.80597324585013,3307883,25 Fevral 2023 ,
499,Yeni tikili,4 / 20,103 m²,3,var,var,180000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38919000569931,Bakı,49.79459421161155,3307895,25 Fevral 2023 ,var
500,Yeni tikili,3 / 16,70 m²,2,var,,224000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,3307896,22 Mart 2023 ,
501,Yeni tikili,7 / 14,117 m²,3,var,,177000,AZN,"Qara Qarayev m.,Nizami r.",40.40366828798837,Bakı,49.87215757369995,3308987,01 Mart 2023 ,
502,Köhnə tikili,9 / 9,100 m²,4,var,var,180000,AZN,"Xalqlar Dostluğu m.,Neftçilər m.,Nizami r.",40.39980377915154,Bakı,49.86642837524414,3309098,25 Fevral 2023 ,var
503,Yeni tikili,12 / 17,85 m²,3,var,var,205000,AZN,"Dostluq kinoteatrı ,Koala parkı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,28 May m.,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,3309116,13 Mart 2023 ,var
504,Köhnə tikili,2 / 9,60 m²,2,var,var,127000,AZN,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,3310140,26 Fevral 2023 ,var
505,Yeni tikili,19 / 20,53 m²,2,yoxdur,,145000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38747345102608,Bakı,49.80529546737671,3310147,26 Fevral 2023 ,
506,Yeni tikili,16 / 17,101.7 m²,2,var,var,190000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41913797142315,Bakı,49.92514979797704,3312064,01 Mart 2023 ,var
507,Yeni tikili,1 / 16,65 m²,2,var,var,120000,AZN,"Avtovağzal m.,Binəqədi r.",40.38781667161964,Bakı,49.85220193862915,3312563,13 Mart 2023 ,var
508,Yeni tikili,5 / 16,132.7 m²,4,yoxdur,,285000,AZN,"Qara Qarayev m.,Nizami r.",40.39270174045908,Bakı,49.83329557619629,3312569,23 Mart 2023 ,
509,Köhnə tikili,3 / 5,55 m²,3,var,,95000,AZN,"Neftçilər m.,Nizami r.",40.37613086332457,Bakı,49.91559462210881,3312776,21 Mart 2023 ,
510,Yeni tikili,10 / 10,81.5 m²,3,var,,115000,AZN,"Koroğlu m.,Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.38930339224178,Bakı,49.85948536585312,3312793,27 Fevral 2023 ,
511,Yeni tikili,14 / 18,62 m²,2,var,,133000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41598008956784,Bakı,49.8157753582682,3312807,23 Mart 2023 ,
512,Yeni tikili,14 / 17,110 m²,3,var,var,249000,AZN,"Sovetski ,Nərimanov heykəli ,İçəri Şəhər m.,Elmlər Akademiyası m.,Yasamal r.",40.39816149998397,Bakı,49.84086155891422,3312810,27 Fevral 2023 ,var
513,Yeni tikili,16 / 17,90 m²,2,,,165000,AZN,"ASAN Xidmət №1 ,8 Noyabr m.,Nəsimi r.",40.37979234319358,Bakı,49.85448785126209,3312814,18 Mart 2023 ,
514,Yeni tikili,11 / 16,165 m²,4,yoxdur,,620000,AZN,"Bayıl parkı ,Səbail r.,Bayıl q.",40.3785705224715,Bakı,49.87449143244317,3314027,09 Mart 2023 ,
515,Yeni tikili,10 / 14,195 m²,4,var,,375000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39468653591907,Bakı,49.83065671207326,3314029,28 Fevral 2023 ,
516,Yeni tikili,6 / 17,120 m²,3,var,var,165000,AZN,"Həzi Aslanov m.,Xətai r.",40.37064532546607,Bakı,49.95311737060547,3314030,04 Mart 2023 ,var
517,Yeni tikili,10 / 17,140 m²,4,var,var,268000,AZN,"İnşaatçılar m.,Yasamal r.",40.40011603328774,Bakı,49.83917601637808,3316112,01 Mart 2023 ,var
518,Yeni tikili,14 / 15,365 m²,6,var,,585000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.37366342035062,Bakı,49.84738061053454,3317058,01 Mart 2023 ,
519,Yeni tikili,5 / 25,149 m²,3,yoxdur,,450000,AZN,"8 Noyabr m.,Yasamal r.",40.39414959485713,Bakı,49.7993946075439,3317063,22 Mart 2023 ,
520,Yeni tikili,16 / 16,117 m²,3,var,,187000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi bazarı ,Nəsimi r.",40.38855213843042,Bakı,49.87120270729065,3317167,02 Mart 2023 ,
521,Yeni tikili,10 / 17,137 m²,3,yoxdur,,314000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3317769,01 Mart 2023 ,
522,Yeni tikili,16 / 17,69 m²,3,var,,148000,AZN,"Qara Qarayev m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,3317770,01 Mart 2023 ,
523,Yeni tikili,6 / 20,153 m²,4,var,,190000,AZN,"Xətai r.,Əhmədli q.",40.3679082827185,Bakı,49.96067591546736,3317782,03 Mart 2023 ,
524,Yeni tikili,9 / 9,83 m²,3,var,,95000,AZN,Xırdalan,40.38499730777751,Xırdalan,49.83810424804688,3317787,01 Mart 2023 ,
525,Köhnə tikili,4 / 5,50 m²,2,var,,115000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.39197603929571,Bakı,49.80684041976929,3318018,11 Mart 2023 ,
526,Yeni tikili,10 / 17,63 m²,2,var,,116000,AZN,"Xətai r.,Əhmədli q.",40.38844449898955,Bakı,49.96574610852056,3318020,01 Mart 2023 ,
527,Yeni tikili,2 / 8,66 m²,2,var,,172000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.38781667161964,Bakı,49.85220193862915,3318894,19 Mart 2023 ,
528,Köhnə tikili,6 / 9,120 m²,5,var,var,145000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.41932422288878,Bakı,49.92522239685059,3319015,02 Mart 2023 ,var
529,Yeni tikili,2 / 4,70 m²,3,var,var,77500,AZN,"Sabunçu r.,Zabrat q.",40.39352858614141,Bakı,49.8204231262207,3320113,10 Mart 2023 ,var
530,Yeni tikili,9 / 16,86 m²,3,var,var,178000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42501388353632,Bakı,49.91049531402914,3321119,02 Mart 2023 ,var
531,Yeni tikili,2 / 10,42 m²,1,var,,58000,AZN,"Abşeron r.,Masazır q.",40.45248312837339,Bakı,49.74206189468987,3322058,03 Mart 2023 ,
532,Yeni tikili,3 / 10,110 m²,3,var,var,189000,AZN,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.,5-ci mikrorayon q.",40.39197603929571,Bakı,49.80684041976929,3322173,03 Mart 2023 ,var
533,Köhnə tikili,2 / 9,51 m²,2,var,var,91500,AZN,"Həzi Aslanov m.,Xətai r.,Köhnə Günəşli q.",40.37738239264175,Bakı,49.82495069503784,3322552,03 Mart 2023 ,var
534,Yeni tikili,17 / 17,108 m²,3,var,var,180000,AZN,"Həzi Aslanov m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,3322764,07 Mart 2023 ,var
535,Yeni tikili,10 / 11,150 m²,5,var,var,199000,AZN,Nərimanov r.,40.40027766320492,Bakı,49.84006762504578,3322769,04 Mart 2023 ,var
536,Yeni tikili,1 / 5,122 m²,3,var,,145000,AZN,Binəqədi r.,40.39207450867706,Bakı,49.91632254003383,3322804,03 Mart 2023 ,
537,Yeni tikili,12 / 23,150 m²,4,var,var,265000,AZN,"8 Noyabr m.,Nəsimi r.",40.39609881559246,Bakı,49.82159303995898,3323905,03 Mart 2023 ,var
538,Köhnə tikili,3 / 9,85 m²,3,var,var,100000,AZN,"Xətai r.,Əhmədli q.",40.37649764183499,Bakı,49.84163403511051,3324003,07 Mart 2023 ,var
539,Yeni tikili,11 / 14,57 m²,3,yoxdur,,125000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.41932422288878,Bakı,49.92522239685059,3324981,04 Mart 2023 ,
540,Köhnə tikili,5 / 5,40 m²,1,var,,68500,AZN,"Neftçilər m.,Xalqlar Dostluğu m.,Nizami r.",40.37104456957248,Bakı,49.95549254560103,3324995,04 Mart 2023 ,
541,Köhnə tikili,4 / 5,32 m²,1,var,,95000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40520761861945,Bakı,49.8700576207919,3327041,07 Mart 2023 ,
542,Yeni tikili,15 / 17,130 m²,3,var,var,270000,AZN,"İnşaatçılar m.,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,3327154,05 Mart 2023 ,var
543,Yeni tikili,16 / 18,145 m²,3,var,,369000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.3952020541037,Bakı,49.84406190487674,3327158,14 Mart 2023 ,
544,Köhnə tikili,3 / 5,35 m²,1,var,,78000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37769114558441,Bakı,49.80538736416589,3327518,07 Mart 2023 ,
545,Yeni tikili,17 / 19,130 m²,3,var,var,359800,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,3327745,05 Mart 2023 ,var
546,Yeni tikili,11 / 12,102 m²,3,yoxdur,,219000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,3327750,07 Mart 2023 ,
547,Yeni tikili,4 / 7,50 m²,2,yoxdur,,65000,AZN,Xırdalan,40.45794057198049,Xırdalan,49.72096900299675,3327751,15 Mart 2023 ,
