,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,Təmir,price,price-cur,locations,latitude,city,longtitude,id,date,İpoteka
548,Yeni tikili,8 / 18,66 m²,3,var,var,129900,AZN,"Neftçilər m.,Nizami r.",40.38816806232006,Bakı,49.83243942260742,3327761,14 Mart 2023 ,var
549,Köhnə tikili,5 / 9,95 m²,3,var,var,180000,AZN,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.",40.39207450867706,Bakı,49.91632254003383,3327763,05 Mart 2023 ,var
550,Köhnə tikili,2 / 5,50 m²,2,var,,150000,AZN,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Sahil m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3327773,05 Mart 2023 ,
551,Yeni tikili,11 / 11,60 m²,2,,,95000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3327994,21 Mart 2023 ,
552,Köhnə tikili,1 / 9,60 m²,2,var,var,93000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37613086332457,Bakı,49.91559462210881,3328869,16 Mart 2023 ,var
553,Yeni tikili,1 / 19,51 m²,2,var,var,90000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40027766320492,Bakı,49.84006762504578,3328883,06 Mart 2023 ,var
554,Yeni tikili,15 / 18,110 m²,3,var,,367000,AZN,"M.Hüseynzadə parkı ,Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.38362899152515,Bakı,49.82767342563071,3328885,22 Mart 2023 ,
555,Yeni tikili,3 / 18,180 m²,4,var,,280000,AZN,Binəqədi r.,40.36822884896801,Bakı,49.813362210989,3328980,16 Mart 2023 ,
556,Köhnə tikili,3 / 5,35 m²,1,var,,78000,AZN,"İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3328986,23 Mart 2023 ,
557,Yeni tikili,14 / 16,58 m²,1,yoxdur,,80500,AZN,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3328992,24 Mart 2023 ,
558,Köhnə tikili,5 / 5,60 m²,2,var,,105000,AZN,"Ukrayna dairəsi ,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.38499730777751,Bakı,49.83810424804688,3328997,06 Mart 2023 ,
559,Yeni tikili,16 / 16,65 m²,2,var,var,152000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.37702072916624,Bakı,49.84645128250122,3329004,24 Mart 2023 ,var
560,Yeni tikili,11 / 16,229 m²,4,yoxdur,,650000,AZN,"Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.40952590477563,Bakı,49.84445571899418,3329993,06 Mart 2023 ,
561,Yeni tikili,4 / 18,93 m²,2,yoxdur,,179000,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov m.,Nərimanov r.",40.39591453572689,Bakı,49.86780166625977,3331095,07 Mart 2023 ,
562,Yeni tikili,4 / 16,163 m²,3,yoxdur,,326000,AZN,"Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.40554735588255,Bakı,49.87506508827209,3332029,07 Mart 2023 ,
563,Yeni tikili,16 / 16,117 m²,3,var,,178000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,3332034,15 Mart 2023 ,
564,Köhnə tikili,1 / 3,110 m²,3,var,,223000,AZN,"İçəri Şəhər m.,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,Prezident parkı ,Axundov bağı ,İçəri Şəhər ,M.Ə.Sabir parkı ,Azneft meydanı ,Şəlalə parkı ,Səbail r.",40.42003133853511,Bakı,49.83897799691121,3332035,23 Mart 2023 ,
565,Yeni tikili,12 / 17,100 m²,3,yoxdur,,230000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39270174045908,Bakı,49.83329557619629,3332147,09 Mart 2023 ,
566,Yeni tikili,6 / 15,180 m²,4,var,,490000,AZN,"Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Qış parkı ,Neft Akademiyası ,Nizami kinoteatrı ,Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Sahil m.,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3332523,07 Mart 2023 ,
567,Köhnə tikili,4 / 4,60 m²,3,var,,130000,AZN,"Dostluq kinoteatrı ,Koala parkı ,Zoopark ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3332528,07 Mart 2023 ,
568,Köhnə tikili,3 / 3,100 m²,3,var,,299999,AZN,"Neft Akademiyası ,28 May m.,Səməd Vurğun parkı ,Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Pedaqoji Universiteti ,Sahil m.,Nəsimi r.",40.40011603328774,Bakı,49.83917601637808,3332531,07 Mart 2023 ,
569,Yeni tikili,6 / 12,72 m²,2,var,,145000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Yasamal r.",40.39203732471822,Bakı,49.84165549278259,3332740,07 Mart 2023 ,
570,Köhnə tikili,4 / 5,50 m²,2,var,,98500,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Nəsimi r.",40.42286939944938,Bakı,49.81691161667648,3332744,21 Mart 2023 ,
571,Köhnə tikili,8 / 9,40 m²,1,var,,85000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.37702072916624,Bakı,49.84645128250122,3332759,08 Mart 2023 ,
572,Köhnə tikili,2 / 2,142 m²,4,var,,300000,AZN,"Qış parkı ,Milli Konservatoriya ,Bakı Musiqi Akademiyası ,Nizami kinoteatrı ,Sahil m.,28 May m.,Nəsimi r.",40.39980377915154,Bakı,49.86642837524414,3332772,07 Mart 2023 ,
573,Yeni tikili,13 / 14,70 m²,2,var,,190000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.37620916175648,Bakı,49.81580107043555,3332776,24 Mart 2023 ,
574,Yeni tikili,18 / 27,106.5 m²,2,var,,255000,AZN,Yasamal r.,40.40687051020995,Bakı,49.81628229163361,3333956,23 Mart 2023 ,
575,Yeni tikili,13 / 17,56.5 m²,2,yoxdur,,130000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.37702072916624,Bakı,49.84645128250122,3334968,08 Mart 2023 ,
576,Yeni tikili,14 / 18,155 m²,3,var,var,330000,AZN,Səbail r.,40.35457942033551,Bakı,49.81793547983997,3334975,19 Mart 2023 ,var
577,Yeni tikili,6 / 17,84 m²,2,yoxdur,,200000,AZN,"Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Zabitlər parkı ,Park Zorge ,Nizami m.,Nəsimi r.",40.3870531202877,Bakı,49.83346625639482,3335097,08 Mart 2023 ,
578,Yeni tikili,10 / 16,100 m²,2,yoxdur,,165000,AZN,"Qara Qarayev m.,Nizami r.",40.38080859350129,Bakı,49.95724192764082,3337038,09 Mart 2023 ,
579,Köhnə tikili,2 / 3,60 m²,2,var,,170000,AZN,"Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Qubernator parkı ,Prezident parkı ,İqsadiyyat Universiteti ,Axundov bağı ,M.Ə.Sabir parkı ,İçəri Şəhər ,Şəlalə parkı ,Səbail r.",40.38525881895442,Bakı,49.85801696777344,3337042,09 Mart 2023 ,
580,Yeni tikili,7 / 16,65 m²,2,yoxdur,,144000,AZN,"8 Noyabr m.,Bakı Asiya Universiteti ,Nəsimi r.",40.40601302981502,Bakı,49.81317043304443,3337142,21 Mart 2023 ,
581,Yeni tikili,16 / 19,65 m²,2,var,var,124999,AZN,"Həzi Aslanov m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,3337159,09 Mart 2023 ,var
582,Yeni tikili,18 / 21,94.5 m²,2,var,var,250000,AZN,"Şah İsmayıl Xətai m.,ASAN Xidmət №2 ,Xətai r.",40.40027766320492,Bakı,49.84006762504578,3337525,09 Mart 2023 ,var
583,Yeni tikili,10 / 17,96 m²,3,var,,146000,AZN,"Xətai r.,Əhmədli q.",40.36599276339341,Bakı,49.96244162701421,3337750,09 Mart 2023 ,
584,Yeni tikili,13 / 18,141 m²,3,var,var,297000,AZN,Səbail r.,40.37024250177031,Bakı,49.97394200996779,3337769,12 Mart 2023 ,var
585,Köhnə tikili,7 / 9,75 m²,3,var,,125000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,3337998,09 Mart 2023 ,
586,Köhnə tikili,2 / 5,67 m²,3,var,,220000,AZN,"Beşmərtəbə ,Mərkəzi Univermaq ,Nizami m.,İçəri Şəhər m.,Yasamal r.,Yasamal q.",40.38781667161964,Bakı,49.85220193862915,3338882,24 Mart 2023 ,
587,Yeni tikili,11 / 19,210 m²,5,yoxdur,,283000,AZN,Xətai r.,40.40152503521376,Bakı,49.86131862059725,3338887,17 Mart 2023 ,
588,Yeni tikili,2 / 16,53 m²,2,yoxdur,,125500,AZN,"Xətai r.,Həzi Aslanov q.",40.38855213843042,Bakı,49.87120270729065,3338889,10 Mart 2023 ,
589,Köhnə tikili,6 / 9,72 m²,2,var,var,117000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.38781667161964,Bakı,49.85220193862915,3338994,13 Mart 2023 ,var
590,Yeni tikili,5 / 14,145 m²,3,var,var,335000,AZN,"Dostluq kinoteatrı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Koala parkı ,28 May m.,Nəsimi r.",40.38218599850386,Bakı,49.81046676635742,3338995,10 Mart 2023 ,var
591,Yeni tikili,6 / 15,105 m²,3,yoxdur,,142000,AZN,"Xalqlar Dostluğu m.,Əhmədli m.,Xətai r.",40.39240662463456,Bakı,49.95983935575801,3339003,14 Mart 2023 ,
592,Yeni tikili,12 / 21,150 m²,4,var,var,265000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.39980377915154,Bakı,49.86642837524414,3339994,10 Mart 2023 ,var
593,Yeni tikili,8 / 16,180 m²,4,yoxdur,,365000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40165027405231,Bakı,49.86080646514893,3339996,10 Mart 2023 ,
594,Köhnə tikili,1 / 9,55 m²,2,var,,88500,AZN,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,3341087,16 Mart 2023 ,
595,Köhnə tikili,4 / 9,110 m²,5,var,var,152000,AZN,"Həzi Aslanov m.,Əhmədli m.,Xətai r.,Köhnə Günəşli q.",40.37738239264175,Bakı,49.82495069503784,3341089,11 Mart 2023 ,var
596,Yeni tikili,6 / 18,215 m²,4,var,var,826000,AZN,"Port Baku ,Cavanşir körpüsü ,28 May m.,Nəsimi r.",40.39207450867706,Bakı,49.91632254003383,3342055,11 Mart 2023 ,var
597,Yeni tikili,9 / 16,70 m²,2,var,,210000,AZN,"Bakmil m.,Nəriman Nərimanov m.,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,3342182,15 Mart 2023 ,
598,Yeni tikili,12 / 16,150 m²,4,var,var,360000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38279088635392,Bakı,49.87065572865111,3342549,11 Mart 2023 ,var
599,Yeni tikili,4 / 19,125 m²,3,var,,228000,AZN,"Həzi Aslanov m.,Xətai r.",40.41932422288878,Bakı,49.92522239685059,3342792,11 Mart 2023 ,
600,Yeni tikili,16 / 17,89 m²,3,var,,180000,AZN,"Əhmədli m.,Xətai r.",40.3852466632592,Bakı,49.95388968324371,3342800,15 Mart 2023 ,
601,Köhnə tikili,9 / 9,90 m²,2,var,,140000,AZN,"Zoopark ,Dostluq kinoteatrı ,Nəsimi r.",40.38885659811317,Bakı,49.84696910218075,3343883,12 Mart 2023 ,
602,Yeni tikili,2 / 16,50 m²,2,yoxdur,,115000,AZN,"20 Yanvar m.,Yasamal r.",40.39763889308246,Bakı,49.80844089839911,3343888,14 Mart 2023 ,
603,Yeni tikili,3 / 16,100 m²,2,yoxdur,,185000,AZN,"Azadlıq Prospekti m.,Nəsimi m.,Binəqədi r.",40.37862575802446,Bakı,49.83980533468834,3343891,12 Mart 2023 ,
604,Köhnə tikili,7 / 9,60 m²,3,var,var,122000,AZN,"Həzi Aslanov m.,Xətai r.",40.39205366748811,Bakı,49.84065234661102,3344989,13 Mart 2023 ,var
605,Yeni tikili,9 / 17,157 m²,3,var,,286000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3344999,13 Mart 2023 ,
606,Yeni tikili,6 / 17,66 m²,2,yoxdur,,210000,AZN,"Elmlər Akademiyası m.,Bakı Dövlət Universiteti ,Yasamal r.",40.40554735588255,Bakı,49.87506508827209,3346836,13 Mart 2023 ,
607,Köhnə tikili,5 / 9,78 m²,3,var,,145000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41518205253099,Bakı,49.93400760419922,3347052,14 Mart 2023 ,
608,Köhnə tikili,3 / 4,100 m²,3,var,,260000,AZN,"Fontanlar bağı ,Azərbaycan kinoteatrı ,Mərkəzi Univermaq ,Xalça Muzeyi ,M.Ə.Sabir parkı ,Sahil m.,İçəri Şəhər m.,Səbail r.",40.38499730777751,Bakı,49.83810424804688,3347159,22 Mart 2023 ,
609,Yeni tikili,6 / 15,39 m²,1,var,var,125000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Neft Akademiyası ,Nəsimi r.",40.40027766320492,Bakı,49.84006762504578,3347171,24 Mart 2023 ,var
610,Köhnə tikili,4 / 9,35 m²,2,var,var,65000,AZN,"Suraxanı r.,Massiv D q.",40.39989258617802,Bakı,49.83979431395813,3347541,15 Mart 2023 ,var
611,Yeni tikili,17 / 17,77 m²,2,var,,110000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.3816452,Bakı,49.95845050000003,3347772,14 Mart 2023 ,
612,Köhnə tikili,7 / 9,60 m²,2,var,yoxdur,78000,AZN,"Suraxanı r.,Qaraçuxur q.",40.37024250177031,Bakı,49.97394200996779,3347778,Dünən 11:03 ,var
613,Yeni tikili,7 / 13,55 m²,2,var,,100000,AZN,"Həzi Aslanov m.,Xətai r.",40.38080859350129,Bakı,49.95724192764082,3347785,14 Mart 2023 ,
614,Yeni tikili,11 / 20,132 m²,3,var,,150000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39331362008776,Bakı,49.79482833862304,3347788,14 Mart 2023 ,
615,Yeni tikili,3 / 16,116 m²,3,var,,240000,AZN,"Səbail r.,Bayıl q.",40.39181261122973,Bakı,49.80257034301758,3347795,14 Mart 2023 ,
616,Yeni tikili,16 / 19,130 m²,3,var,var,278000,AZN,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.",40.40687051020995,Bakı,49.81628229163361,3347797,Dünən 11:38 ,var
617,Köhnə tikili,7 / 9,65 m²,3,var,var,122000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3347798,14 Mart 2023 ,var
618,Yeni tikili,2 / 6,120 m²,4,var,,119000,AZN,Abşeron r.,40.484,Bakı,49.757,3347802,14 Mart 2023 ,
619,Yeni tikili,17 / 17,190 m²,3,var,,247000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nəsimi r.",40.3990872534191,Bakı,49.83491020771793,3347803,22 Mart 2023 ,
620,Yeni tikili,3 / 16,120 m²,3,var,var,240000,AZN,"Bayıl parkı ,Səbail r.,Bayıl q.",40.39989258617802,Bakı,49.83979431395813,3349023,21 Mart 2023 ,var
621,Yeni tikili,11 / 17,120 m²,3,var,var,204000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,3352018,23 Mart 2023 ,var
622,Yeni tikili,5 / 18,110 m²,3,var,,235000,AZN,"Səbail r.,Badamdar q.",40.39414959485713,Bakı,49.7993946075439,3352505,22 Mart 2023 ,
623,Yeni tikili,11 / 19,82 m²,3,yoxdur,,172000,AZN,"Xətai r.,Əhmədli q.",40.41130678064476,Bakı,49.94813919067383,3352711,16 Mart 2023 ,
624,Köhnə tikili,4 / 5,80 m²,3,var,,115000,AZN,"Avtovağzal m.,Binəqədi r.,Biləcəri q.",40.42110315306068,Bakı,49.80039846744239,3352712,22 Mart 2023 ,
625,Yeni tikili,3 / 5,140 m²,4,var,var,250000,AZN,"Səbail r.,Bayıl q.",40.39980377915154,Bakı,49.86642837524414,3352720,16 Mart 2023 ,var
626,Köhnə tikili,1 / 5,65 m²,2,var,,111000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,3352731,16 Mart 2023 ,
627,Yeni tikili,17 / 17,100 m²,2,var,var,119000,AZN,"Neftçilər m.,Nizami r.",40.38855213843042,Bakı,49.87120270729065,3352736,16 Mart 2023 ,var
628,Yeni tikili,5 / 16,139 m²,3,yoxdur,,178000,AZN,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.",40.38525881895442,Bakı,49.85801696777344,3352737,24 Mart 2023 ,
629,Yeni tikili,15 / 18,35 m²,1,var,var,91000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.41913797142315,Bakı,49.92514979797704,3352743,16 Mart 2023 ,var
630,Yeni tikili,10 / 17,72 m²,3,yoxdur,,163000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39267866841539,Bakı,49.85843286460089,3352753,16 Mart 2023 ,
631,Yeni tikili,10 / 18,132 m²,3,var,,283000,AZN,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.38093290847817,Bakı,49.86170096025411,3352754,22 Mart 2023 ,
632,Yeni tikili,7 / 8,75 m²,3,var,,111500,AZN,Suraxanı r.,40.39816149998397,Bakı,49.84086155891422,3352968,23 Mart 2023 ,
633,Yeni tikili,12 / 15,150 m²,4,var,,298000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.41130678064476,Bakı,49.94813919067383,3353868,24 Mart 2023 ,
634,Köhnə tikili,1 / 9,60 m²,2,var,var,104900,AZN,"Həzi Aslanov m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,3353871,16 Mart 2023 ,var
635,Köhnə tikili,3 / 9,68 m²,2,var,,136000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.42463128324992,Bakı,49.82827342647775,3353872,22 Mart 2023 ,
636,Köhnə tikili,3 / 5,50 m²,2,var,,155000,AZN,"Port Baku ,Səməd Vurğun parkı ,28 May m.,Nəsimi r.",40.37785246353718,Bakı,49.85897498699954,3353978,16 Mart 2023 ,
637,Yeni tikili,11 / 16,65 m²,2,yoxdur,,177000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.40027766320492,Bakı,49.84006762504578,3353994,16 Mart 2023 ,
638,Yeni tikili,11 / 11,46 m²,1,var,var,91000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3353998,16 Mart 2023 ,var
639,Yeni tikili,4 / 17,90 m²,3,yoxdur,,162000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,8 Noyabr m.,Nəsimi r.",40.37005679625383,Bakı,49.82993423938751,3354002,16 Mart 2023 ,
640,Yeni tikili,10 / 16,52 m²,2,yoxdur,,119000,AZN,"Memar Əcəmi m.,20 Yanvar m.,8 Noyabr m.,Yasamal r.,Yasamal q.",40.4053327515815,Bakı,49.81380344106,3354981,24 Mart 2023 ,
641,Yeni tikili,13 / 19,133 m²,3,var,,188000,AZN,"İnşaatçılar m.,20 Yanvar m.,Yasamal r.",40.37371049868611,Bakı,49.83537912368774,3355075,24 Mart 2023 ,
642,Yeni tikili,2 / 16,98 m²,3,var,var,197000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40744985091483,Bakı,49.94634680423791,3356074,24 Mart 2023 ,var
643,Yeni tikili,17 / 19,53 m²,2,var,,100000,AZN,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37154445739399,Bakı,49.95084285736084,3357020,18 Mart 2023 ,
644,Yeni tikili,9 / 16,55 m²,2,var,,112000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",,Bakı,,3357128,Dünən 12:23 ,
645,Yeni tikili,11 / 17,107 m²,3,yoxdur,,155000,AZN,"Botanika bağı ,Yasamal r.",40.39989258617802,Bakı,49.83979431395813,3357133,18 Mart 2023 ,
646,Köhnə tikili,7 / 9,85 m²,3,var,var,138000,AZN,"Sabunçu r.,Bakıxanov q.",40.39989258617802,Bakı,49.83979431395813,3357141,23 Mart 2023 ,var
647,Köhnə tikili,5 / 7,90 m²,3,var,,165000,AZN,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,3357758,23 Mart 2023 ,
648,Yeni tikili,9 / 16,54 m²,2,yoxdur,,165000,AZN,"Nəsimi bazarı ,Park Zorge ,Koala parkı ,Tibb Universiteti ,Nəsimi r.",40.37998753828459,Bakı,49.85486268997196,3357771,20 Mart 2023 ,
649,Yeni tikili,11 / 17,99.8 m²,3,yoxdur,,278000,AZN,"Hüseyn Cavid parkı ,Sovetski ,Texniki Universiteti ,Nərimanov heykəli ,Elmlər Akademiyası m.,Yasamal r.",40.37998753828459,Bakı,49.85486268997196,3357783,18 Mart 2023 ,
650,Yeni tikili,16 / 18,65 m²,2,var,,180000,AZN,"Binəqədi r.,8-ci mikrorayon q.",40.41624220990267,Bakı,49.84089122485353,3357788,18 Mart 2023 ,
651,Yeni tikili,5 / 16,100 m²,3,yoxdur,,194000,AZN,"Tibb Universiteti ,Nəsimi bazarı ,Park Zorge ,ASAN Xidmət №1 ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3357794,22 Mart 2023 ,
652,Yeni tikili,16 / 18,86 m²,2,var,var,240000,AZN,"Tibb Universiteti ,Nəsimi r.",40.3651072257085,Bakı,49.81950849294662,3357796,22 Mart 2023 ,var
653,Köhnə tikili,5 / 5,70 m²,3,var,,103000,AZN,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.40751203067262,Bakı,49.80907830898435,3358888,19 Mart 2023 ,
654,Yeni tikili,4 / 16,85 m²,2,yoxdur,,135000,AZN,"ASAN Xidmət №5 ,Koroğlu m.,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3358899,19 Mart 2023 ,
655,Yeni tikili,12 / 13,70 m²,2,,,144000,AZN,"Həzi Aslanov m.,Xətai r.,Köhnə Günəşli q.",40.41699219735978,Bakı,49.93324756622318,3359972,20 Mart 2023 ,
656,Köhnə tikili,1 / 5,36 m²,1,var,var,74000,AZN,"Neftçilər m.,Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,3360085,21 Mart 2023 ,var
657,Köhnə tikili,3 / 5,74 m²,3,var,,126000,AZN,Səbail r.,40.3358719,Bakı,49.82232010000007,3361082,24 Mart 2023 ,
658,Yeni tikili,6 / 17,215 m²,4,var,yoxdur,273000,AZN,"Təhsil Nazirliyi ,Gənclik m.,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,3362027,Dünən 13:13 ,var
659,Yeni tikili,14 / 17,68 m²,2,var,,122000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39231923694332,Bakı,49.79493141174316,3362028,22 Mart 2023 ,
660,Yeni tikili,11 / 16,85 m²,2,yoxdur,,130000,AZN,"Neftçilər m.,Nizami r.",40.38264366149726,Bakı,49.87209320068359,3362033,23 Mart 2023 ,
661,Yeni tikili,15 / 17,155 m²,3,yoxdur,,279000,AZN,"28 May m.,Neft Akademiyası ,Bakı Slavyan Universiteti ,Bakı Musiqi Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3362134,22 Mart 2023 ,
662,Köhnə tikili,2 / 5,58 m²,2,,,132000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.3839039,Bakı,49.79972640000005,3362139,23 Mart 2023 ,
663,Köhnə tikili,6 / 9,65 m²,2,var,var,118500,AZN,"Xalqlar Dostluğu m.,Xətai r.,Əhmədli q.",40.39352858614141,Bakı,49.8204231262207,3362143,22 Mart 2023 ,var
664,Köhnə tikili,7 / 9,32 m²,1,var,,57000,AZN,"Suraxanı r.,Hövsan q.",40.36351791372954,Bakı,50.08095931109391,3362149,24 Mart 2023 ,
665,Yeni tikili,14 / 18,70 m²,2,var,,165000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.38218599850386,Bakı,49.81046676635742,3362517,22 Mart 2023 ,
666,Yeni tikili,16 / 17,56 m²,2,yoxdur,,115000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3362754,24 Mart 2023 ,
667,Yeni tikili,9 / 9,56 m²,2,var,var,110000,AZN,"Yasamal r.,Yasamal q.",40.37442328048814,Bakı,49.79689398728033,3362764,23 Mart 2023 ,var
668,Yeni tikili,14 / 16,86 m²,2,yoxdur,,118000,AZN,"Yasamal r.,Yeni Yasamal q.",40.3863886681378,Bakı,49.80817391355895,3362770,22 Mart 2023 ,
669,Köhnə tikili,8 / 9,85 m²,2,var,,145000,AZN,"Sabunçu r.,Bakıxanov q.",40.39207450867706,Bakı,49.91632254003383,3363885,Dünən 16:58 ,
670,Yeni tikili,6 / 8,300 m²,4,var,,1190000,AZN,"Zoopark ,Nərimanov r.",40.3910931685235,Bakı,49.84948598583696,3363886,23 Mart 2023 ,
671,Köhnə tikili,4 / 5,80 m²,3,var,,230000,AZN,"Hüseyn Cavid parkı ,Texniki Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.37223878329729,Bakı,49.81775354128207,3363986,23 Mart 2023 ,
672,Köhnə tikili,2 / 5,36 m²,2,var,,83000,AZN,"Memar Əcəmi m.,Nəsimi r.,3-cü mikrorayon q.",40.41076651672956,Bakı,49.81627411930702,3363996,23 Mart 2023 ,
673,Köhnə tikili,1 / 3,60 m²,3,var,,130000,AZN,"Beşmərtəbə ,Mərkəzi Univermaq ,Nizami m.,İçəri Şəhər m.,Yasamal r.",40.40027766320492,Bakı,49.84006762504578,3363998,23 Mart 2023 ,
674,Yeni tikili,16 / 18,90 m²,3,yoxdur,,180000,AZN,"Xətai r.,Həzi Aslanov q.",40.38264366149726,Bakı,49.87209320068359,3364002,23 Mart 2023 ,
675,Köhnə tikili,1 / 9,40 m²,1,var,,78000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.37649764183499,Bakı,49.84163403511051,3364003,23 Mart 2023 ,
676,Köhnə tikili,9 / 9,65 m²,2,var,var,100000,AZN,"Sabunçu r.,Bakıxanov q.",40.39980377915154,Bakı,49.86642837524414,3366080,24 Mart 2023 ,var
677,Köhnə tikili,4 / 5,40 m²,2,var,,80000,AZN,"Qara Qarayev m.,Neftçilər m.,Nizami r.",40.41209612358009,Bakı,49.93853925054962,3367013,24 Mart 2023 ,
678,Yeni tikili,3 / 17,185 m²,4,var,var,279000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4053327515815,Bakı,49.81380344106,3367014,Dünən 00:25 ,var
679,Köhnə tikili,5 / 5,70 m²,3,var,,145000,AZN,"Səməd Vurğun parkı ,28 May m.,Nəsimi r.",40.3651072257085,Bakı,49.81950849294662,3367018,24 Mart 2023 ,
