Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Köhnə tikili,2 / 9,80 m²,3,var,250000,"İqsadiyyat Universiteti ,Axundov bağı ,M.Ə.Sabir parkı ,Mərkəzi Univermaq ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Qubernator parkı ,Səbail r.",40.37520939853896,Bakı,49.84099855135474,22 Yanvar 2023 ,,
Köhnə tikili,1 / 5,30 m²,1,var,63000,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,19 Noyabr 2022 ,,
Köhnə tikili,5 / 6,50 m²,2,var,86000,"Səbail r.,Bayıl q.",40.40554735588255,Bakı,49.87506508827209,19 Noyabr 2022 ,,
Yeni tikili,18 / 20,136 m²,3,var,260000,Nərimanov r.,40.4089166,Bakı,49.86399959999994,15 Noyabr 2022 ,var,var
Yeni tikili,12 / 14,90 m²,3,var,129000,Xətai r.,40.39816149998397,Bakı,49.84086155891422,12 Noyabr 2022 ,var,var
Yeni tikili,5 / 18,101 m²,2,var,198000,"Tibb Universiteti ,Nəsimi r.",40.39531233643495,Bakı,49.8278977815049,19 Noyabr 2022 ,,
Köhnə tikili,4 / 5,55 m²,2,var,91000,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.40910002009982,Bakı,49.80865866123975,19 Noyabr 2022 ,,
Köhnə tikili,3 / 9,61 m²,2,var,89800,"Binəqədi r.,Biləcəri q.",40.38816806232006,Bakı,49.83243942260742,29 Noyabr 2022 ,var,var
Yeni tikili,17 / 20,117 m²,3,,165000,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.42532332036822,Bakı,49.84408446683341,09 Noyabr 2022 ,,
Yeni tikili,2 / 7,82 m²,2,yoxdur,240000,"Ağ şəhər ,Xətai r.",40.38499730777751,Bakı,49.83810424804688,19 Noyabr 2022 ,,
Yeni tikili,12 / 19,90 m²,2,var,175000,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.3863886681378,Bakı,49.80817391355895,19 Noyabr 2022 ,var,var
Yeni tikili,2 / 16,162 m²,4,var,310000,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.38089659482908,Bakı,49.86378166623274,19 Noyabr 2022 ,,
Yeni tikili,1 / 2,167 m²,3,yoxdur,455000,"Sabunçu r.,Nardaran q.",40.41933418439186,Bakı,49.96313550089756,21 Mart 2023 ,,
Köhnə tikili,8 / 9,75 m²,3,,129000,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.42100750317122,Bakı,49.819178794751,19 Noyabr 2022 ,,
Köhnə tikili,2 / 10,62 m²,2,var,122000,"Şəhidlər xiyabanı ,Dağüstü parkı ,Şəlalə parkı ,Səbail r.",40.35951144360197,Bakı,49.82653856277466,19 Noyabr 2022 ,,
Yeni tikili,12 / 16,111 m²,4,yoxdur,128000,"Abşeron r.,Masazır q.",40.45248312837339,Bakı,49.74206189468987,19 Noyabr 2022 ,,
Yeni tikili,3 / 15,53 m²,2,yoxdur,125000,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.,Yasamal q.",40.37224994422943,Bakı,49.83342432222912,19 Noyabr 2022 ,,
Yeni tikili,2 / 6,54 m²,2,yoxdur,52500,"Abşeron r.,Masazır q.",40.45248312837339,Bakı,49.74206189468987,19 Noyabr 2022 ,,
Yeni tikili,7 / 17,155 m²,3,var,230000,"Təhsil Nazirliyi ,Nərimanov r.",40.39127445980878,Bakı,49.86229078925839,20 Dekabr 2022 ,,
Köhnə tikili,9 / 9,80 m²,3,var,105000,"Sabunçu r.,Bakıxanov q.",40.38499730777751,Bakı,49.83810424804688,19 Noyabr 2022 ,,
Köhnə tikili,4 / 5,70 m²,3,var,93000,"Sabunçu r.,Bakıxanov q.",40.38873191798482,Bakı,49.95395421981815,19 Noyabr 2022 ,,
Yeni tikili,6 / 8,137 m²,4,var,282000,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,23 Dekabr 2022 ,,
Yeni tikili,6 / 7,90 m²,2,yoxdur,216000,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.38015911497672,Bakı,49.88421474872858,19 Noyabr 2022 ,,
Köhnə tikili,2 / 9,90 m²,3,var,147000,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4136237,Bakı,49.81127509999999,24 Oktyabr 2022 ,,
Köhnə tikili,2 / 5,120 m²,3,var,575000,"Azneft meydanı ,İçəri Şəhər ,Qubernator parkı ,İçəri Şəhər m.,Səbail r.",40.37742938831814,Bakı,49.80915784835819,18 Dekabr 2022 ,,
Yeni tikili,6 / 14,99 m²,2,var,142000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,24 Noyabr 2022 ,yoxdur,var
Yeni tikili,7 / 13,107 m²,3,yoxdur,245000,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,06 Mart 2023 ,,
Yeni tikili,9 / 12,155 m²,3,var,370000,"Zabitlər parkı ,Sevil Qazıyeva parkı ,Rusiya səfirliyi ,Sirk ,Nizami m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,25 Yanvar 2023 ,var,var
Yeni tikili,4 / 6,92 m²,3,yoxdur,157999,"Xətai r.,Həzi Aslanov q.",40.36822884896801,Bakı,49.813362210989,04 Yanvar 2023 ,,
Yeni tikili,4 / 6,133 m²,4,var,351000,"Xətai r.,Ağ şəhər q.",40.37849802028471,Bakı,49.87448841333393,19 Noyabr 2022 ,,
Köhnə tikili,2 / 9,32 m²,2,var,72900,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40350706071239,Bakı,49.87226112802242,19 Noyabr 2022 ,,
Yeni tikili,3 / 16,54 m²,2,var,135000,"Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,20 Oktyabr 2022 ,,
Yeni tikili,16 / 18,144 m²,4,var,270000,"Şah İsmayıl Xətai m.,Xətai r.",40.4053327515815,Bakı,49.81380344106,20 Oktyabr 2022 ,var,var
Yeni tikili,9 / 11,87 m²,3,var,126000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39055094507625,Bakı,49.79530333354516,19 Noyabr 2022 ,,
Yeni tikili,6 / 17,177 m²,3,var,247000,"Təhsil Nazirliyi ,Nərimanov r.",40.37998753828459,Bakı,49.85486268997196,19 Noyabr 2022 ,,
Yeni tikili,5 / 16,121 m²,3,var,220000,"M.Hüseynzadə parkı ,Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.38321741718693,Bakı,49.82753554306646,19 Noyabr 2022 ,,
Yeni tikili,18 / 24,192 m²,4,var,345000,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,19 Noyabr 2022 ,,
Yeni tikili,6 / 17,98 m²,3,yoxdur,160000,"Səbail r.,Badamdar q.",40.3651072257085,Bakı,49.81950849294662,22 Dekabr 2022 ,,
Yeni tikili,14 / 16,180 m²,4,var,425000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.38080859350129,Bakı,49.95724192764082,06 Fevral 2023 ,,
Yeni tikili,9 / 16,116 m²,3,var,320000,"Tibb Universiteti ,Nəsimi r.",40.37533198376934,Bakı,49.81793688867354,19 Dekabr 2022 ,,
Yeni tikili,6 / 19,90 m²,3,yoxdur,165000,"Xətai r.,Əhmədli q.",40.35583103756791,Bakı,49.96057480953984,19 Noyabr 2022 ,,
Yeni tikili,8 / 13,102.3 m²,2,yoxdur,168000,"Şah İsmayıl Xətai m.,Xətai r.",40.38681067972379,Bakı,49.87194607683085,19 Noyabr 2022 ,,
Yeni tikili,17 / 19,127 m²,3,yoxdur,208000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37375136672051,Bakı,49.95380401611332,23 Yanvar 2023 ,,
Yeni tikili,9 / 12,76 m²,3,var,122000,"Yasamal r.,Yeni Yasamal q.",40.3999873057638,Bakı,49.79720804527146,19 Noyabr 2022 ,,
Yeni tikili,6 / 11,123 m²,3,var,300000,Nərimanov r.,40.39203732471822,Bakı,49.84165549278259,19 Noyabr 2022 ,,
Yeni tikili,16 / 20,130 m²,3,var,195000,Nərimanov r.,40.37533198376934,Bakı,49.81793688867354,19 Yanvar 2023 ,,
Yeni tikili,10 / 17,96 m²,2,yoxdur,195000,"Şah İsmayıl Xətai m.,Xətai r.",40.39336516184337,Bakı,49.79300022125244,19 Yanvar 2023 ,,
Yeni tikili,5 / 17,128 m²,3,var,350000,"ASAN Xidmət №3 ,Elmlər Akademiyası m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,20 Mart 2023 ,,
Yeni tikili,15 / 19,80 m²,2,var,139000,"Yasamal r.,Yeni Yasamal q.",40.39301945512652,Bakı,49.79465667724609,20 Oktyabr 2022 ,,
Köhnə tikili,2 / 9,65 m²,2,var,125000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.4009976619105,Bakı,49.85180451334898,19 Noyabr 2022 ,,
Yeni tikili,5 / 16,66 m²,2,yoxdur,112000,"Yasamal r.,Yeni Yasamal q.",40.39318124600798,Bakı,49.79282848348331,19 Noyabr 2022 ,,
Yeni tikili,4 / 16,150 m²,3,var,390000,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.37994640398461,Bakı,49.86702937561041,19 Noyabr 2022 ,,
Yeni tikili,6 / 6,95 m²,2,var,215000,"ASAN Xidmət №2 ,Ağ şəhər ,Xətai r.,Ağ şəhər q.",40.40952590477563,Bakı,49.84445571899418,10 Mart 2023 ,,
Yeni tikili,15 / 16,73 m²,2,var,70000,Xırdalan,40.46471491009446,Xırdalan,49.722591718496,19 Noyabr 2022 ,,
Yeni tikili,10 / 16,60.7 m²,2,var,75000,Xırdalan,40.4530592751985,Xırdalan,49.74483912829327,19 Noyabr 2022 ,,
Köhnə tikili,2 / 5,40 m²,2,var,86000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.37104456957248,Bakı,49.95549254560103,24 Oktyabr 2022 ,,
Yeni tikili,13 / 16,200 m²,4,var,420000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,02 Mart 2023 ,,
Köhnə tikili,9 / 11,76 m²,3,var,122000,Yasamal r.,40.37620916175648,Bakı,49.81580107043555,19 Noyabr 2022 ,var,var
Yeni tikili,3 / 17,151 m²,4,yoxdur,215000,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,19 Noyabr 2022 ,,
Yeni tikili,13 / 16,140 m²,3,var,310000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.40952590477563,Bakı,49.84445571899418,19 Noyabr 2022 ,,
Yeni tikili,3 / 16,49 m²,2,yoxdur,69000,"Suraxanı r.,Yeni Günəşli q.",40.37274774300791,Bakı,49.9798413302902,19 Noyabr 2022 ,,
Köhnə tikili,5 / 10,110 m²,3,var,138500,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42019562264255,Bakı,49.83968959521486,19 Noyabr 2022 ,,
Köhnə tikili,2 / 5,56 m²,2,,65000,Sumqayıt,40.59203813476093,Sumqayıt,49.66875053976198,19 Noyabr 2022 ,,
Yeni tikili,5 / 16,88 m²,3,var,197000,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.38930339224178,Bakı,49.85948536585312,12 Noyabr 2022 ,,
Yeni tikili,11 / 15,119 m²,3,yoxdur,56500,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,05 Noyabr 2022 ,,
Yeni tikili,18 / 21,220 m²,4,var,308000,"Zoopark ,Dostluq kinoteatrı ,Koala parkı ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,05 Noyabr 2022 ,,
Yeni tikili,8 / 20,85 m²,3,var,142000,Xətai r.,40.39989258617802,Bakı,49.83979431395813,29 Noyabr 2022 ,var,var
Köhnə tikili,4 / 5,55 m²,2,var,88000,"Memar Əcəmi m.,20 Yanvar m.,Nəsimi r.,5-ci mikrorayon q.",40.41001236983844,Bakı,49.80724811755798,19 Noyabr 2022 ,,
Köhnə tikili,2 / 5,65 m²,3,var,124000,"Tibb Universiteti ,8 Noyabr m.,Nəsimi r.",40.39729584079014,Bakı,49.82689576718143,19 Dekabr 2022 ,,
Yeni tikili,3 / 18,160 m²,4,var,240000,"İnşaatçılar m.,Yasamal r.",40.39029271122013,Bakı,49.80265617370605,19 Noyabr 2022 ,var,var
Yeni tikili,6 / 13,142.2 m²,3,yoxdur,227440,"Şah İsmayıl Xətai m.,Xətai r.",40.3874769779293,Bakı,49.87203370927583,19 Noyabr 2022 ,,
Yeni tikili,7 / 12,165 m²,4,var,399000,"Park Zorge ,Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Koala parkı ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,14 Mart 2023 ,var,var
Yeni tikili,6 / 14,62 m²,2,var,86000,Xırdalan,40.39228246585045,Xırdalan,49.84178960323334,19 Noyabr 2022 ,var,var
Yeni tikili,4 / 17,80 m²,3,yoxdur,155000,"Şərq bazarı ,Nərimanov r.",40.38321447491986,Bakı,49.87406198881672,19 Noyabr 2022 ,,
Köhnə tikili,4 / 5,58 m²,2,var,155000,"Səməd Vurğun parkı ,Port Baku ,28 May m.,Nəsimi r.",40.37740326018797,Bakı,49.85659318539432,07 Noyabr 2022 ,,
Yeni tikili,8 / 17,126 m²,3,yoxdur,113000,"Yasamal r.,Yeni Yasamal q.",40.40015241076688,Bakı,49.7957001531363,22 Oktyabr 2022 ,,
Yeni tikili,16 / 21,150 m²,3,var,293000,"Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Sirk ,28 May m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,20 Noyabr 2022 ,,
Yeni tikili,2 / 17,80 m²,3,var,115000,"Nizami r.,8-ci kilometr q.",40.37041645360539,Bakı,49.95307445526123,30 Dekabr 2022 ,var,var
Yeni tikili,5 / 13,130 m²,3,yoxdur,208000,"Şah İsmayıl Xətai m.,Xətai r.",40.38746894762929,Bakı,49.87187660916219,19 Noyabr 2022 ,,
Yeni tikili,11 / 17,105 m²,2,yoxdur,189000,"Dostluq kinoteatrı ,Zoopark ,Koala parkı ,Nəsimi r.",40.38861590448629,Bakı,49.84575706097415,19 Noyabr 2022 ,,
Köhnə tikili,2 / 5,61 m²,3,var,124900,"8 Noyabr m.,Bakı Asiya Universiteti ,Nəsimi r.",40.41934464307053,Bakı,49.92526531219486,27 Noyabr 2022 ,,
Yeni tikili,5 / 16,56 m²,2,yoxdur,102000,"Həzi Aslanov m.,Xətai r.",40.38855213843042,Bakı,49.87120270729065,19 Noyabr 2022 ,,
Yeni tikili,6 / 17,177 m²,3,yoxdur,240000,"Təhsil Nazirliyi ,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,01 Dekabr 2022 ,,
Yeni tikili,5 / 19,86 m²,2,yoxdur,200000,"ASAN Xidmət №1 ,Nəsimi bazarı ,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,19 Noyabr 2022 ,,
Yeni tikili,18 / 19,119 m²,3,yoxdur,212000,"Şah İsmayıl Xətai m.,Xətai r.",40.38172069167153,Bakı,49.87226634986394,19 Noyabr 2022 ,,
Yeni tikili,11 / 18,126 m²,3,var,284000,"TQDK ,Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.40028910941053,Bakı,49.84019589540615,19 Noyabr 2022 ,,
Yeni tikili,11 / 17,173 m²,3,yoxdur,280000,"Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,19 Noyabr 2022 ,,
Yeni tikili,3 / 22,125 m²,3,yoxdur,179400,"Yasamal r.,Yasamal q.",40.41277719308933,Bakı,49.80078935623169,19 Noyabr 2022 ,,
Yeni tikili,7 / 16,134 m²,3,,188000,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37222965297107,Bakı,49.95321482800298,25 Oktyabr 2022 ,,
Yeni tikili,3 / 16,100 m²,3,var,127000,"Həzi Aslanov m.,Xətai r.",40.41932422288878,Bakı,49.92522239685059,29 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,45 m²,2,var,82000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41501125942459,Bakı,49.80703375233156,19 Noyabr 2022 ,,
Yeni tikili,8 / 17,29 m²,1,yoxdur,21000,Xırdalan,40.461356474551,Xırdalan,49.723798350592,21 Oktyabr 2022 ,,
Köhnə tikili,2 / 9,70 m²,3,var,146000,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.40210780478213,Bakı,49.85758781433109,20 Oktyabr 2022 ,,
Yeni tikili,9 / 13,180.4 m²,4,yoxdur,288560,"Şah İsmayıl Xətai m.,Xətai r.",40.38734051234731,Bakı,49.87192560915949,19 Noyabr 2022 ,,
Yeni tikili,9 / 18,65 m²,2,var,123000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,19 Noyabr 2022 ,,
Yeni tikili,17 / 19,185 m²,4,var,350000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,20 Dekabr 2022 ,var,var
Köhnə tikili,2 / 9,120 m²,5,var,134900,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.36921037223532,Bakı,49.95975513676763,19 Noyabr 2022 ,var,var
Yeni tikili,5 / 17,70 m²,2,yoxdur,149000,Nərimanov r.,40.39989258617802,Bakı,49.83979431395813,08 Fevral 2023 ,,
Yeni tikili,14 / 20,71 m²,2,yoxdur,116000,"Neftçilər m.,Nizami r.",40.40828416527557,Bakı,49.87069845199589,26 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,55 m²,2,var,130000,"Dövlət Statistika Komitəsi ,İzmir parkı ,M.Hüseynzadə parkı ,Yasamal r.",40.39203732471822,Bakı,49.84165549278259,19 Noyabr 2022 ,,
Yeni tikili,4 / 17,160 m²,4,var,375000,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.38601722160399,Bakı,49.84610038372806,19 Noyabr 2022 ,,
Yeni tikili,9 / 18,65 m²,2,var,122000,"8 Noyabr m.,Nəsimi r.",40.37862575802446,Bakı,49.83980533468834,13 Dekabr 2022 ,var,var
Yeni tikili,3 / 8,143 m²,3,yoxdur,307500,"Ağ şəhər ,Xətai r.",40.38200593143745,Bakı,49.88780040222174,19 Noyabr 2022 ,,
Yeni tikili,3 / 18,165 m²,3,,350000,"Tibb Universiteti ,Nəsimi r.",40.39395348746035,Bakı,49.83115196228027,19 Noyabr 2022 ,,
Köhnə tikili,2 / 5,48 m²,2,yoxdur,115000,"Dostluq kinoteatrı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Koala parkı ,Nəsimi r.",40.38687528836025,Bakı,49.84232383343509,19 Noyabr 2022 ,,
Yeni tikili,6 / 17,177 m²,3,,247000,Nərimanov r.,40.41074311402227,Bakı,49.86151993274689,19 Noyabr 2022 ,,
Yeni tikili,5 / 16,70 m²,2,var,138000,"Səbail r.,Badamdar q.",40.40606433283491,Bakı,49.86231650326251,19 Noyabr 2022 ,,
Yeni tikili,2 / 6,75 m²,3,var,85000,Xırdalan,40.4053327515815,Xırdalan,49.81380344106,20 Dekabr 2022 ,,
Yeni tikili,9 / 16,110 m²,3,var,200000,"Binəqədi r.,M.Ə.Rəsulzadə q.",40.39205366748811,Bakı,49.84065234661102,19 Noyabr 2022 ,var,var
Köhnə tikili,4 / 5,45 m²,2,,95000,"Dövlət Statistika Komitəsi ,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.38322410493674,Bakı,49.82235060242638,19 Noyabr 2022 ,,
Yeni tikili,3 / 10,185 m²,4,var,410000,"Milli Konservatoriya ,Bakı Musiqi Akademiyası ,Nizami kinoteatrı ,Qış parkı ,Malokan bağı ,Neft Akademiyası ,Sahil m.,28 May m.,Nəsimi r.",40.37681478999579,Bakı,49.84264569851688,19 Noyabr 2022 ,,
Yeni tikili,12 / 20,270 m²,4,yoxdur,320000,"Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.38046156179651,Bakı,49.81176495552063,19 Noyabr 2022 ,,
Yeni tikili,6 / 17,180 m²,3,yoxdur,238000,"Təhsil Nazirliyi ,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,20 Dekabr 2022 ,,
Yeni tikili,7 / 20,75 m²,2,var,250000,"Şah İsmayıl Xətai m.,Xətai r.",40.38930339224178,Bakı,49.85948536585312,19 Noyabr 2022 ,,
Köhnə tikili,3 / 5,55 m²,2,,97000,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.4122060067339,Bakı,49.80771454654257,19 Noyabr 2022 ,,
Yeni tikili,17 / 22,101 m²,3,var,135000,Yasamal r.,40.39989258617802,Bakı,49.83979431395813,27 Noyabr 2022 ,var,var
Köhnə tikili,9 / 9,115 m²,4,var,182000,"Təhsil Nazirliyi ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,26 Noyabr 2022 ,var,var
Yeni tikili,3 / 10,167 m²,4,var,250000,Nərimanov r.,40.4083376117906,Bakı,49.84498090262024,02 Noyabr 2022 ,,
Köhnə tikili,7 / 9,60 m²,2,var,118000,Binəqədi r.,40.41560915830562,Bakı,49.80621772548771,19 Noyabr 2022 ,,
Yeni tikili,18 / 24,102 m²,2,var,175000,"Şah İsmayıl Xətai m.,Xətai r.",40.38400298693281,Bakı,49.86866016000114,19 Noyabr 2022 ,,
Köhnə tikili,9 / 9,55 m²,2,var,82000,"Həzi Aslanov m.,Xətai r.",40.36942330420567,Bakı,49.82101321220402,10 Dekabr 2022 ,var,var
Köhnə tikili,1 / 5,40 m²,1,var,69000,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.38264366149726,Bakı,49.80834245681766,19 Noyabr 2022 ,,
Köhnə tikili,9 / 9,60 m²,2,var,79000,"Əhmədli m.,Xətai r.",40.41932422288878,Bakı,49.92522239685059,24 Noyabr 2022 ,,
Yeni tikili,7 / 8,43 m²,2,yoxdur,48000,Xırdalan,40.45998191209218,Xırdalan,49.74948932311764,19 Noyabr 2022 ,,
Köhnə tikili,2 / 4,64 m²,2,var,218000,Səbail r.,40.3358719,Bakı,49.82232010000007,19 Noyabr 2022 ,var,var
Yeni tikili,15 / 18,115 m²,3,var,219600,"Cavanşir körpüsü ,Xətai r.",40.38062586167588,Bakı,49.8626120207954,19 Noyabr 2022 ,var,var
Yeni tikili,10 / 16,125 m²,3,yoxdur,143000,"Yasamal r.,Yeni Yasamal q.",40.38499730777751,Bakı,49.83810424804688,19 Noyabr 2022 ,,
Yeni tikili,16 / 20,130 m²,3,var,199000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.38321447491986,Bakı,49.87406198881672,19 Noyabr 2022 ,,
Köhnə tikili,3 / 9,70 m²,2,var,112000,"Ayna Sultanova heykəli ,Nərimanov r.",40.41076284493085,Bakı,49.84689783532098,19 Noyabr 2022 ,,
Yeni tikili,16 / 18,57 m²,3,yoxdur,125000,"Memar Əcəmi m.,Nəsimi r.",40.39181261122973,Bakı,49.80257034301758,02 Fevral 2023 ,,
Köhnə tikili,8 / 18,75 m²,3,var,114000,"Xalqlar Dostluğu m.,Nizami r.",40.37224994422943,Bakı,49.83342432222912,19 Noyabr 2022 ,,
Yeni tikili,16 / 20,150 m²,3,var,265000,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,19 Noyabr 2022 ,var,var
Yeni tikili,8 / 15,115 m²,3,var,260000,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi bazarı ,Nəsimi r.",40.40027766320492,Bakı,49.84006762504578,19 Noyabr 2022 ,var,var
Yeni tikili,4 / 7,142 m²,3,var,450000,Xətai r.,40.37947264689786,Bakı,49.89065408706665,06 Fevral 2023 ,var,var
Yeni tikili,6 / 15,84 m²,2,var,210000,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.37738239264175,Bakı,49.82495069503784,Dünən 17:00 ,var,var
Köhnə tikili,5 / 5,65 m²,1,,67000,Nərimanov r.,40.415531623208,Bakı,49.85998481388478,19 Noyabr 2022 ,,
Yeni tikili,6 / 15,100 m²,2,var,163000,"Səbail r.,Badamdar q.",40.40606433283491,Bakı,49.86231650326251,05 Dekabr 2022 ,,
Köhnə tikili,2 / 9,65 m²,2,var,125000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40055462511197,Bakı,49.85188325103343,19 Noyabr 2022 ,var,var
Yeni tikili,9 / 11,76 m²,3,var,122000,"Yasamal r.,Yeni Yasamal q.",40.39476771787999,Bakı,49.79069804527398,19 Noyabr 2022 ,var,var
Köhnə tikili,4 / 5,32 m²,1,var,68000,"Qara Qarayev m.,Nizami r.",40.41787437414047,Bakı,49.93120908737183,19 Noyabr 2022 ,,
Yeni tikili,3 / 5,85 m²,2,yoxdur,89000,"Abşeron r.,Masazır q.",40.49130651414323,Bakı,49.75187690339656,19 Noyabr 2022 ,,
Köhnə tikili,1 / 5,60 m²,2,var,82000,"Koroğlu m.,Nizami r.",40.37742938831814,Bakı,49.80915784835819,21 Noyabr 2022 ,,
Yeni tikili,7 / 20,130 m²,3,,286000,"Şah İsmayıl Xətai m.,Xətai r.",40.3847300777076,Bakı,49.8729659986666,19 Noyabr 2022 ,,
Yeni tikili,8 / 14,165 m²,4,var,398000,"Park Zorge ,Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Koala parkı ,Zabitlər parkı ,Nəsimi r.",40.37224994422943,Bakı,49.83342432222912,19 Noyabr 2022 ,,
Yeni tikili,6 / 16,97 m²,2,,199000,"Sirk ,Qış parkı ,Zabitlər parkı ,Nizami m.,Nəsimi r.",40.37520939853896,Bakı,49.84099855135474,20 Yanvar 2023 ,,
Yeni tikili,18 / 20,60 m²,2,var,125000,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.401848574529,Bakı,49.80709970438598,30 Noyabr 2022 ,var,var
Köhnə tikili,9 / 9,100 m²,5,var,145000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.38499730777751,Bakı,49.83810424804688,19 Noyabr 2022 ,,
Yeni tikili,2 / 6,93 m²,2,yoxdur,205000,"Xətai r.,Ağ şəhər q.",40.38496603879274,Bakı,49.89261743408521,10 Noyabr 2022 ,,
Yeni tikili,19 / 19,120 m²,3,var,100000,"Təhsil Nazirliyi ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,20 Oktyabr 2022 ,yoxdur,var
Yeni tikili,5 / 10,114 m²,3,,159000,"Nəsimi r.,3-cü mikrorayon q.",40.4096599,Bakı,49.82330999999999,19 Noyabr 2022 ,,
Yeni tikili,19 / 19,220 m²,4,var,180000,"Təhsil Nazirliyi ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,20 Oktyabr 2022 ,yoxdur,var
Yeni tikili,5 / 20,65 m²,2,yoxdur,265000,"Xətai r.,Ağ şəhər q.",40.40554735588255,Bakı,49.87506508827209,19 Noyabr 2022 ,,
