,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,price,price-cur,locations,latitude,city,longtitude,id,date
296,Köhnə tikili,9 / 9,110 m²,4,var,,,132000,AZN,"Suraxanı r.,Massiv A q.",40.39989258617802,Bakı,49.83979431395813,3104751,24 Mart 2023 
297,Yeni tikili,12 / 17,150 m²,3,var,var,var,194000,AZN,"Yasamal r.,Yeni Yasamal q.",40.40328327684168,Bakı,49.85078707337379,3104767,17 Dekabr 2022 
298,Köhnə tikili,3 / 5,48 m²,2,var,,,95000,AZN,"Nəsimi r.,3-cü mikrorayon q.",40.40952590477563,Bakı,49.84445571899418,3104775,17 Dekabr 2022 
299,Yeni tikili,6 / 16,78 m²,2,var,var,var,145000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.40198364414913,Bakı,49.81884914013675,3104778,17 Dekabr 2022 
300,Yeni tikili,12 / 19,98 m²,3,var,var,var,168000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3104804,17 Dekabr 2022 
301,Yeni tikili,9 / 17,140 m²,3,var,var,var,224000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,3104809,17 Dekabr 2022 
302,Köhnə tikili,7 / 9,90 m²,4,var,var,var,133333,AZN,"Yasamal r.,Yeni Yasamal q.",40.39120792393698,Bakı,49.78900909423828,3104841,17 Dekabr 2022 
303,Yeni tikili,11 / 16,210 m²,4,yoxdur,,,325000,AZN,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.",40.3800205943152,Bakı,49.81581697188039,3104874,17 Dekabr 2022 
304,Yeni tikili,2 / 9,62 m²,2,var,var,var,81000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3104891,17 Dekabr 2022 
305,Yeni tikili,8 / 13,141 m²,3,var,,,234500,AZN,Nizami r.,40.37104456957248,Bakı,49.95549254560103,3104911,12 Dekabr 2022 
306,Yeni tikili,19 / 19,90 m²,3,yoxdur,,,153000,AZN,Xətai r.,40.4053327515815,Bakı,49.81380344106,3104915,17 Dekabr 2022 
307,Köhnə tikili,9 / 9,80 m²,4,var,,,118000,AZN,"Neftçilər m.,Nizami r.",40.4053327515815,Bakı,49.81380344106,3104929,17 Dekabr 2022 
308,Yeni tikili,8 / 16,113 m²,3,yoxdur,,,197000,AZN,"Nəsimi bazarı ,Park Zorge ,Koala parkı ,Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,3104932,17 Dekabr 2022 
309,Yeni tikili,16 / 16,113 m²,3,var,,,225000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.4053327515815,Bakı,49.81380344106,3104934,17 Dekabr 2022 
310,Köhnə tikili,9 / 9,66 m²,2,var,,,94500,AZN,"Neftçi bazası ,TQDK ,Nərimanov r.",40.39045008382347,Bakı,49.830508675731,3104935,17 Dekabr 2022 
311,Yeni tikili,19 / 19,90 m²,3,yoxdur,,,170000,AZN,"Xətai r.,Həzi Aslanov q.",40.39228246585045,Bakı,49.84178960323334,3104949,17 Dekabr 2022 
312,Yeni tikili,16 / 17,55 m²,2,var,,,124900,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.4053327515815,Bakı,49.81380344106,3104950,17 Dekabr 2022 
313,Yeni tikili,4 / 17,48 m²,2,yoxdur,,,123000,AZN,"TQDK ,Nərimanov r.",40.37104456957248,Bakı,49.95549254560103,3104970,17 Dekabr 2022 
314,Yeni tikili,3 / 13,62 m²,2,yoxdur,,,139000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37371049868611,Bakı,49.83537912368774,3104971,19 Yanvar 2023 
315,Yeni tikili,5 / 21,67.4 m²,2,yoxdur,,,109500,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.39298300258589,Bakı,49.95403544813546,3104995,17 Dekabr 2022 
316,Yeni tikili,12 / 17,78 m²,2,var,var,var,105000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37520939853896,Bakı,49.84099855135474,3105037,17 Dekabr 2022 
317,Yeni tikili,4 / 18,97 m²,2,yoxdur,,,138000,AZN,"Bakı Dövlət Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.38930339224178,Bakı,49.85948536585312,3105067,17 Noyabr 2022 
318,Yeni tikili,2 / 16,54 m²,2,var,,,105000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,7-ci mikrorayon q.",40.42585428106248,Bakı,49.84174132347107,3105073,25 Noyabr 2022 
319,Köhnə tikili,4 / 9,80 m²,3,var,,,180000,AZN,"Nərimanov heykəli ,Sovetski ,Axundov bağı ,İçəri Şəhər m.,Yasamal r.",40.39352858614141,Bakı,49.8204231262207,3105119,21 Dekabr 2022 
320,Yeni tikili,4 / 14,105 m²,3,var,,,175000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.",40.39045008382347,Bakı,49.830508675731,3105133,17 Dekabr 2022 
321,Yeni tikili,16 / 19,95 m²,2,var,var,var,145000,AZN,Nizami r.,40.39989258617802,Bakı,49.83979431395813,3105139,17 Dekabr 2022 
322,Köhnə tikili,3 / 5,80 m²,3,var,,,135000,AZN,"Həzi Aslanov m.,Xətai r.",40.39989258617802,Bakı,49.83979431395813,3105161,20 Fevral 2023 
323,Yeni tikili,11 / 16,205.4 m²,4,yoxdur,,,410000,AZN,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.",40.3799156640159,Bakı,49.81577673874517,3105165,17 Dekabr 2022 
324,Köhnə tikili,2 / 9,60 m²,2,var,,,112000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39414959485713,Bakı,49.7993946075439,3105186,17 Fevral 2023 
325,Yeni tikili,14 / 21,155 m²,3,,,,225000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3839039,Bakı,49.79972640000005,3105190,17 Dekabr 2022 
326,Köhnə tikili,1 / 9,60 m²,2,var,,,110000,AZN,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.41932422288878,Bakı,49.92522239685059,3105219,18 Mart 2023 
327,Yeni tikili,18 / 20,80 m²,3,var,,,142000,AZN,"Əhmədli m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,3105224,17 Yanvar 2023 
328,Köhnə tikili,5 / 5,90 m²,3,,,,103500,AZN,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.4007647013091,Bakı,49.95284884852905,3105225,08 Dekabr 2022 
329,Köhnə tikili,4 / 5,35 m²,1,var,,,85000,AZN,"Space TV ,Texniki Universiteti ,Yasamal r.",40.36659307478377,Bakı,49.8185345222652,3105250,17 Dekabr 2022 
330,Yeni tikili,12 / 17,98 m²,3,yoxdur,,,222000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39270174045908,Bakı,49.83329557619629,3105266,08 Dekabr 2022 
331,Yeni tikili,4 / 17,162 m²,3,var,,,453000,AZN,"Nərimanov heykəli ,Sovetski ,Space TV ,Yasamal r.",40.36764599088213,Bakı,49.82193836264403,3105275,17 Dekabr 2022 
332,Yeni tikili,15 / 17,65 m²,2,var,var,var,87900,AZN,"Suraxanı r.,Yeni Günəşli q.",40.38816806232006,Bakı,49.83243942260742,3105276,17 Dekabr 2022 
333,Yeni tikili,6 / 16,41 m²,2,yoxdur,,,57000,AZN,Xırdalan,40.45373781772926,Xırdalan,49.73256386842422,3105321,17 Dekabr 2022 
334,Köhnə tikili,4 / 5,40 m²,2,var,,,85000,AZN,"20 Yanvar m.,Nəsimi r.,1-ci mikrorayon q.",40.40469713269002,Bakı,49.8076376964548,3105332,17 Dekabr 2022 
335,Köhnə tikili,1 / 9,65 m²,2,var,var,var,95000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.38042069783201,Bakı,49.80892181396484,3105348,17 Dekabr 2022 
336,Yeni tikili,6 / 7,85 m²,2,yoxdur,,,263000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3813596,Bakı,49.8843435,3105370,17 Dekabr 2022 
337,Köhnə tikili,1 / 3,80 m²,3,var,,,165000,AZN,"Dövlət Statistika Komitəsi ,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.38281627778939,Bakı,49.82051056589944,3105382,13 Mart 2023 
338,Yeni tikili,19 / 20,45 m²,2,var,,,95000,AZN,"20 Yanvar m.,Yasamal r.",40.39777801160946,Bakı,49.80848493909492,3105387,17 Dekabr 2022 
339,Yeni tikili,6 / 19,80 m²,3,yoxdur,,,138000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.3863886681378,Bakı,49.80817391355895,3105389,18 Yanvar 2023 
340,Yeni tikili,10 / 16,67 m²,2,yoxdur,,,136000,AZN,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Bakı Dövlət Universiteti ,Yasamal r.",40.36822884896801,Bakı,49.813362210989,3105406,17 Yanvar 2023 
341,Yeni tikili,9 / 17,140 m²,3,var,var,var,220000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi bazarı ,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3105410,09 Dekabr 2022 
342,Yeni tikili,15 / 18,205 m²,4,var,,,295000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42501388353632,Bakı,49.91049531402914,3105427,18 Yanvar 2023 
343,Yeni tikili,17 / 22,150 m²,4,var,,,300000,AZN,Yasamal r.,40.41285757277671,Bakı,49.8009571469297,3105440,17 Dekabr 2022 
344,Köhnə tikili,5 / 5,48.6 m²,2,var,,,70000,AZN,Sumqayıt,40.57688687395197,Sumqayıt,49.67553013971678,3105474,17 Dekabr 2022 
345,Yeni tikili,7 / 18,90 m²,3,var,var,var,150000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.40237093035956,Bakı,49.80685034714361,3105535,17 Dekabr 2022 
346,Köhnə tikili,2 / 5,86 m²,3,var,var,var,135000,AZN,"Qara Qarayev m.,Nizami r.",40.41626206467005,Bakı,49.93058360981684,3105538,17 Dekabr 2022 
347,Yeni tikili,11 / 18,80 m²,2,yoxdur,,,68000,AZN,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3105697,17 Dekabr 2022 
348,Yeni tikili,16 / 17,104 m²,2,var,,,195000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,3105755,18 Dekabr 2022 
349,Yeni tikili,5 / 16,87.9 m²,2,yoxdur,,,160000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40331289316186,Bakı,49.87926542758942,3105759,18 Dekabr 2022 
350,Yeni tikili,15 / 16,136 m²,4,,,,245000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nərimanov r.",40.40169734336856,Bakı,49.83257768117534,3105778,18 Dekabr 2022 
351,Köhnə tikili,8 / 8,60 m²,2,var,,,119000,AZN,"Sovetski ,Nərimanov heykəli ,Axundov bağı ,Yasamal r.",40.37849802028471,Bakı,49.87448841333393,3105856,19 Dekabr 2022 
352,Yeni tikili,10 / 16,95 m²,3,yoxdur,,,145000,AZN,"Ukrayna dairəsi ,Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,3105903,18 Dekabr 2022 
353,Yeni tikili,10 / 19,124.1 m²,3,var,var,yoxdur,187000,AZN,"Yasamal r.,Yasamal q.",40.40952590477563,Bakı,49.84445571899418,3105936,04 Mart 2023 
354,Yeni tikili,9 / 16,82 m²,2,var,var,var,125000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.40210780478213,Bakı,49.85758781433109,3105948,18 Dekabr 2022 
355,Köhnə tikili,5 / 5,72.6 m²,3,var,,,48000,AZN,Gəncə,40.6848132,Gəncə,46.35917659999996,3106036,18 Dekabr 2022 
356,Köhnə tikili,6 / 6,75 m²,3,var,,,170000,AZN,"Sovetski ,Nərimanov heykəli ,Hüseyn Cavid parkı ,Texniki Universiteti ,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3106071,18 Dekabr 2022 
357,Yeni tikili,12 / 18,142 m²,3,var,var,var,520000,AZN,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.37926015089273,Bakı,49.87554788589478,3106151,01 Dekabr 2022 
358,Köhnə tikili,3 / 5,40 m²,2,var,,,92000,AZN,"Xalqlar Dostluğu m.,Neftçilər m.,Nizami r.",40.37104456957248,Bakı,49.95549254560103,3106209,22 Dekabr 2022 
359,Yeni tikili,13 / 14,41 m²,1,var,var,var,62500,AZN,Xırdalan,40.38499730777751,Xırdalan,49.83810424804688,3106251,18 Dekabr 2022 
360,Yeni tikili,12 / 30,230 m²,4,var,,,1700000,AZN,"Tibb Universiteti ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,3106253,15 Fevral 2023 
361,Yeni tikili,5 / 14,130 m²,4,var,var,var,140000,AZN,"Neftçilər m.,Nizami r.",40.41016954678138,Bakı,49.94742390683219,3106267,08 Fevral 2023 
362,Yeni tikili,5 / 14,241 m²,4,var,,,560000,AZN,"Neft Akademiyası ,Bakı Musiqi Akademiyası ,28 May m.,Milli Konservatoriya ,Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.38034660855652,Bakı,49.8451353337881,3106277,18 Dekabr 2022 
363,Köhnə tikili,2 / 5,80 m²,3,var,var,var,130000,AZN,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3106292,17 Yanvar 2023 
364,Yeni tikili,12 / 16,210 m²,5,var,,,326000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nərimanov r.",40.37533198376934,Bakı,49.81793688867354,3106295,28 Dekabr 2022 
365,Yeni tikili,6 / 17,77 m²,2,var,var,var,155000,AZN,"Şərq bazarı ,Təhsil Nazirliyi ,Nərimanov r.",40.40328327684168,Bakı,49.85078707337379,3106307,17 Dekabr 2022 
366,Yeni tikili,5 / 19,155 m²,3,var,var,var,319000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,3106337,13 Mart 2023 
367,Yeni tikili,11 / 22,151 m²,3,var,var,var,350000,AZN,Yasamal r.,40.39467662878146,Bakı,49.81719298125771,3106439,18 Dekabr 2022 
368,Yeni tikili,13 / 19,129 m²,4,var,,,220000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3106457,18 Dekabr 2022 
369,Yeni tikili,8 / 20,100 m²,2,var,var,var,177000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.37520939853896,Bakı,49.84099855135474,3106503,18 Dekabr 2022 
370,Köhnə tikili,2 / 9,110 m²,3,var,,,192000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,TQDK ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3106555,25 Yanvar 2023 
371,Yeni tikili,14 / 17,101 m²,3,var,,,149000,AZN,"Həzi Aslanov m.,Xətai r.",40.37024250177031,Bakı,49.97394200996779,3106561,27 Noyabr 2022 
372,Yeni tikili,15 / 20,205 m²,4,var,var,yoxdur,410000,AZN,"İncəsənət və Mədəniyyət Un. ,Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3106568,16 Mart 2023 
373,Yeni tikili,10 / 17,62 m²,2,var,,,115000,AZN,"Qara Qarayev m.,Nizami r.",40.39352858614141,Bakı,49.8204231262207,3106631,01 Dekabr 2022 
374,Yeni tikili,7 / 16,88 m²,2,yoxdur,,,130000,AZN,"Qara Qarayev m.,Nizami r.",40.37104456957248,Bakı,49.95549254560103,3106660,23 Yanvar 2023 
375,Yeni tikili,5 / 17,65 m²,2,var,,,122000,AZN,Binəqədi r.,40.4053327515815,Bakı,49.81380344106,3106688,18 Dekabr 2022 
376,Yeni tikili,4 / 17,155 m²,3,var,,,308000,AZN,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3106694,19 Mart 2023 
377,Yeni tikili,4 / 12,156 m²,4,var,,,290000,AZN,"Dövlət Statistika Komitəsi ,İzmir parkı ,M.Hüseynzadə parkı ,Nizami m.,Yasamal r.",40.39205366748811,Bakı,49.84065234661102,3106699,18 Dekabr 2022 
378,Yeni tikili,17 / 18,115 m²,3,var,,,200000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Yasamal r.",40.38781667161964,Bakı,49.85220193862915,3106713,18 Dekabr 2022 
379,Yeni tikili,16 / 17,157.5 m²,3,var,var,yoxdur,267900,AZN,"Şərq bazarı ,Nərimanov r.",40.4053327515815,Bakı,49.81380344106,3106775,18 Dekabr 2022 
380,Köhnə tikili,5 / 8,43 m²,2,var,var,var,69000,AZN,Nərimanov r.,40.41289099586906,Bakı,49.86717288447016,3106797,13 Dekabr 2022 
381,Yeni tikili,3 / 11,60 m²,3,var,var,var,95000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37224994422943,Bakı,49.83342432222912,3106814,19 Noyabr 2022 
382,Yeni tikili,6 / 17,185 m²,4,var,,,435000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3106826,04 Mart 2023 
383,Yeni tikili,4 / 17,50 m²,2,yoxdur,,,78000,AZN,"Xətai r.,Əhmədli q.",40.3706289775018,Bakı,49.94195938110352,3106828,18 Dekabr 2022 
384,Köhnə tikili,7 / 9,80 m²,2,var,,,145000,AZN,"Şəhidlər xiyabanı ,Dağüstü parkı ,Səbail r.",40.37512451826901,Bakı,49.81611013412476,3106956,09 Fevral 2023 
385,Köhnə tikili,3 / 5,40 m²,2,var,,,43000,AZN,"Suraxanı r.,Massiv A q.",40.39989258617802,Bakı,49.83979431395813,3106957,18 Noyabr 2022 
386,Köhnə tikili,1 / 5,55 m²,2,,,,100000,AZN,"Bayıl parkı ,Səbail r.,Bayıl q.",40.3497833,Bakı,49.83144970000001,3107038,18 Dekabr 2022 
387,Yeni tikili,6 / 16,190 m²,3,var,,,430000,AZN,"Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.39584916837152,Bakı,49.85226631164551,3107064,12 Mart 2023 
388,Yeni tikili,3 / 16,87.4 m²,2,yoxdur,,,174800,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3107125,18 Dekabr 2022 
389,Yeni tikili,5 / 16,109 m²,3,yoxdur,,,240000,AZN,"Şərq bazarı ,Nərimanov r.",40.38618598724853,Bakı,49.8532143713911,3107126,18 Dekabr 2022 
390,Yeni tikili,2 / 16,82 m²,2,var,,,155000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40481309592228,Bakı,49.86986696720127,3107138,29 Noyabr 2022 
391,Yeni tikili,14 / 17,280 m²,4,var,,,479000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3107139,27 Yanvar 2023 
392,Köhnə tikili,4 / 5,65 m²,3,var,,,135000,AZN,"Dövlət Statistika Komitəsi ,İzmir parkı ,İncəsənət və Mədəniyyət Un. ,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,3107150,20 Mart 2023 
393,Yeni tikili,3 / 16,98 m²,2,yoxdur,,,147000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.37472401862458,Bakı,49.83415603637699,3107184,18 Fevral 2023 
394,Yeni tikili,9 / 12,95 m²,2,var,,,135000,AZN,"Xətai r.,Həzi Aslanov q.",40.39045008382347,Bakı,49.830508675731,3107265,24 Noyabr 2022 
395,Yeni tikili,10 / 17,157 m²,3,var,,,262000,AZN,"Şərq bazarı ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3107272,18 Dekabr 2022 
396,Yeni tikili,13 / 14,90 m²,3,var,var,var,122000,AZN,Binəqədi r.,40.48359622172198,Bakı,49.75670444802941,3107277,18 Dekabr 2022 
397,Yeni tikili,3 / 13,105 m²,2,var,var,var,160000,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Nəsimi r.",40.38781667161964,Bakı,49.85220193862915,3107390,18 Dekabr 2022 
398,Yeni tikili,2 / 8,73 m²,3,yoxdur,,,87000,AZN,Xırdalan,40.37005679625383,Xırdalan,49.82993423938751,3107417,18 Dekabr 2022 
399,Yeni tikili,15 / 20,80 m²,2,var,var,var,125000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39380389216755,Bakı,49.79671661376953,3107452,18 Dekabr 2022 
400,Köhnə tikili,4 / 9,45 m²,2,var,var,var,65000,AZN,"Binəqədi r.,Biləcəri q.",40.38264366149726,Bakı,49.80834245681766,3107591,19 Dekabr 2022 
401,Yeni tikili,4 / 20,76 m²,2,var,,,145000,AZN,"Həzi Aslanov m.,Xətai r.",40.37304888870192,Bakı,49.95350164822619,3107606,19 Dekabr 2022 
402,Köhnə tikili,4 / 9,78 m²,3,var,,,122000,AZN,"Neftçilər m.,Nizami r.",40.4053327515815,Bakı,49.81380344106,3107608,19 Noyabr 2022 
403,Yeni tikili,16 / 18,58 m²,2,yoxdur,var,var,148000,AZN,"Binəqədi r.,8-ci mikrorayon q.",40.41692480838014,Bakı,49.8315891623497,3107622,19 Dekabr 2022 
404,Yeni tikili,14 / 18,113 m²,3,var,,,274000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38310132138137,Bakı,49.87192153930664,3107673,18 Yanvar 2023 
405,Yeni tikili,2 / 16,85 m²,3,var,var,var,135000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41627966050126,Bakı,49.81589651776423,3107688,19 Noyabr 2022 
406,Yeni tikili,4 / 7,97 m²,3,var,,,175000,AZN,Sumqayıt,40.58293128838922,Sumqayıt,49.68619878154075,3107701,19 Dekabr 2022 
407,Yeni tikili,2 / 6,50 m²,2,var,,,60000,AZN,Xırdalan,40.45335851736592,Xırdalan,49.74039865268877,3107726,19 Dekabr 2022 
408,Köhnə tikili,8 / 9,100 m²,3,var,,,190000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3107727,20 Fevral 2023 
409,Yeni tikili,8 / 16,47.5 m²,1,yoxdur,,,38000,AZN,Xırdalan,40.46490765863953,Xırdalan,49.72674111679679,3107845,19 Dekabr 2022 
410,Yeni tikili,15 / 22,67 m²,1,yoxdur,,,115000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40165844427115,Bakı,49.86887991428379,3107858,18 Yanvar 2023 
411,Yeni tikili,2 / 15,98 m²,2,var,,,145000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.37660389427779,Bakı,49.8131650686264,3107859,21 Noyabr 2022 
412,Köhnə tikili,2 / 4,55 m²,2,var,,,135000,AZN,"Milli Konservatoriya ,Nizami kinoteatrı ,Bakı Musiqi Akademiyası ,Qış parkı ,Malokan bağı ,Neft Akademiyası ,Sahil bağı ,Sahil m.,28 May m.,Səbail r.",40.36942330420567,Bakı,49.82101321220402,3107863,19 Dekabr 2022 
413,Yeni tikili,19 / 19,120 m²,3,var,,,300000,AZN,"TQDK ,Neftçi bazası ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3107871,19 Dekabr 2022 
414,Köhnə tikili,8 / 9,90 m²,3,var,,,150000,AZN,"Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.40027766320492,Bakı,49.84006762504578,3107918,19 Dekabr 2022 
415,Yeni tikili,8 / 10,82 m²,3,var,var,var,127000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37520939853896,Bakı,49.84099855135474,3107930,19 Dekabr 2022 
416,Köhnə tikili,4 / 9,87.4 m²,4,var,,,170000,AZN,Xətai r.,40.39026819642278,Bakı,49.95772004127506,3107968,19 Dekabr 2022 
417,Yeni tikili,20 / 21,95 m²,3,var,var,var,140000,AZN,Yasamal r.,40.37024250177031,Bakı,49.97394200996779,3107973,24 Mart 2023 
418,Yeni tikili,16 / 17,145.2 m²,3,yoxdur,,,162000,AZN,"Yasamal r.,Yeni Yasamal q.",40.40055825649505,Bakı,49.84184075426642,3107987,17 Fevral 2023 
419,Yeni tikili,3 / 19,140 m²,4,var,,,330000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3108015,19 Dekabr 2022 
420,Köhnə tikili,3 / 9,65 m²,2,var,var,var,77500,AZN,"Suraxanı r.,Yeni Günəşli q.",40.38816806232006,Bakı,49.83243942260742,3108018,19 Dekabr 2022 
421,Yeni tikili,2 / 16,63.5 m²,1,yoxdur,,,64000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,3108078,19 Dekabr 2022 
422,Yeni tikili,11 / 17,187 m²,4,var,var,var,390000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,3108102,19 Dekabr 2022 
423,Yeni tikili,3 / 6,100 m²,4,yoxdur,,,95000,AZN,"Abşeron r.,Masazır q.",40.49167368389818,Bakı,49.7549083915553,3108113,19 Dekabr 2022 
424,Yeni tikili,3 / 6,55 m²,2,var,,,120000,AZN,"Nizami m.,Beşmərtəbə ,Yasamal r.",40.37917158631298,Bakı,49.82980591935339,3108119,19 Dekabr 2022 
425,Yeni tikili,4 / 8,125 m²,3,yoxdur,,,210000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3108123,31 Yanvar 2023 
426,Yeni tikili,17 / 17,93 m²,3,var,,,117000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37620916175648,Bakı,49.81580107043555,3108170,19 Dekabr 2022 
427,Yeni tikili,6 / 16,100 m²,3,yoxdur,,,165000,AZN,"Binəqədi r.,Xutor q.",40.4128678,Bakı,49.824515700000006,3108196,19 Dekabr 2022 
428,Yeni tikili,11 / 13,274 m²,4,var,,,850000,AZN,"Zoopark ,Nərimanov r.",40.3923718616307,Bakı,49.85226531684182,3108197,19 Dekabr 2022 
429,Yeni tikili,2 / 9,85 m²,3,var,,,110000,AZN,Xırdalan,40.45458880237278,Xırdalan,49.73424911499023,3108201,13 Yanvar 2023 
430,Yeni tikili,9 / 16,110 m²,2,yoxdur,,,95000,AZN,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3108225,19 Dekabr 2022 
431,Köhnə tikili,10 / 16,90 m²,3,var,,,197000,AZN,"Dövlət Statistika Komitəsi ,İncəsənət və Mədəniyyət Un. ,Nizami m.,Yasamal r.",40.38301578633326,Bakı,49.82287057693156,3108228,19 Dekabr 2022 
432,Yeni tikili,8 / 16,65 m²,2,var,,,157000,AZN,"Nəriman Nərimanov parkı ,Rəssamlıq Akademiyası ,Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3108231,19 Dekabr 2022 
433,Yeni tikili,14 / 17,145 m²,3,var,,,245000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38321546583172,Bakı,49.87179297882086,3108232,19 Dekabr 2022 
434,Yeni tikili,8 / 20,176 m²,4,var,,,400000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3108239,25 Yanvar 2023 
