,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,price-cur,locations,latitude,city,longitude,id,date,Təmir,İpoteka
12158,Köhnə tikili,5 / 5,40 m²,1,var,72000,AZN,"Nizami r.,8-ci kilometr q.",40.39856147314028,Bakı,49.94077636707018,3062301,23 Noyabr 2022 ,,
12159,Yeni tikili,11 / 17,90 m²,3,var,178000,AZN,"20 Yanvar m.,Nəsimi r.,1-ci mikrorayon q.",40.4061232,Bakı,49.81045159999996,3062307,23 Noyabr 2022 ,,
12160,Yeni tikili,2 / 18,159 m²,4,var,198750,AZN,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.37620916175648,Bakı,49.81580107043555,3062308,23 Noyabr 2022 ,,
12161,Köhnə tikili,7 / 9,85 m²,4,var,90000,AZN,"Xətai r.,Həzi Aslanov q.",40.38781667161964,Bakı,49.85220193862915,3062311,24 Dekabr 2022 ,var,var
12162,Köhnə tikili,3 / 5,80 m²,3,var,82500,AZN,"Xətai r.,Əhmədli q.",40.35086138812869,Bakı,49.96127128601074,3062315,23 Noyabr 2022 ,yoxdur,var
12163,Yeni tikili,12 / 14,213 m²,4,var,420000,AZN,"İncəsənət və Mədəniyyət Un. ,Dövlət Statistika Komitəsi ,Elmlər Akademiyası m.,Nizami m.,Yasamal r.",40.40554735588255,Bakı,49.87506508827209,3062316,23 Noyabr 2022 ,var,var
12164,Yeni tikili,5 / 17,46 m²,2,var,86000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,3062317,23 Noyabr 2022 ,,
12165,Köhnə tikili,5 / 5,32 m²,1,var,75000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.",40.40952590477563,Bakı,49.84445571899418,3062318,22 Fevral 2023 ,,
12166,Köhnə tikili,5 / 5,53 m²,2,var,160000,AZN,"Mərkəzi Univermaq ,M.Ə.Sabir parkı ,İqsadiyyat Universiteti ,Fontanlar bağı ,Axundov bağı ,İçəri Şəhər m.,Səbail r.",40.39203732471822,Bakı,49.84165549278259,3062320,23 Noyabr 2022 ,,
12167,Yeni tikili,7 / 12,74 m²,2,yoxdur,96200,AZN,Xətai r.,40.39026819642278,Bakı,49.95772004127506,3062325,23 Noyabr 2022 ,,
12168,Köhnə tikili,3 / 5,62 m²,2,var,147000,AZN,"İzmir parkı ,M.Hüseynzadə parkı ,Dövlət Statistika Komitəsi ,Yasamal r.,Yasamal q.",40.38855213843042,Bakı,49.87120270729065,3062327,23 Noyabr 2022 ,,
12169,Yeni tikili,15 / 16,56.9 m²,1,yoxdur,71000,AZN,"Qara Qarayev m.,Nizami r.",40.41236501368187,Bakı,49.93778993119962,3062333,02 Noyabr 2022 ,,
12170,Yeni tikili,14 / 17,132 m²,3,var,300000,AZN,"Təhsil Nazirliyi ,Azərbaycan turizm institutu ,Nərimanov r.",40.39498839449451,Bakı,49.86118899899596,3062343,23 Noyabr 2022 ,,
12171,Yeni tikili,6 / 7,59 m²,2,yoxdur,75000,AZN,"Sabunçu r.,Bakıxanov q.",40.44351779001873,Bakı,49.94219541549683,3062346,27 Dekabr 2022 ,,
12172,Yeni tikili,16 / 17,157 m²,3,var,279000,AZN,Nərimanov r.,40.37520939853896,Bakı,49.84099855135474,3062347,22 Fevral 2023 ,var,var
12173,Yeni tikili,15 / 17,104 m²,3,yoxdur,185000,AZN,"Qara Qarayev m.,Nizami r.",40.38873191798482,Bakı,49.95395421981815,3062355,23 Noyabr 2022 ,,
12174,Yeni tikili,15 / 17,64 m²,2,yoxdur,120000,AZN,Nərimanov r.,40.40481309592228,Bakı,49.86986696720127,3062378,23 Noyabr 2022 ,,
12175,Yeni tikili,12 / 20,75 m²,3,var,130000,AZN,Xətai r.,40.37104456957248,Bakı,49.95549254560103,3062383,23 Noyabr 2022 ,,
12176,Yeni tikili,16 / 20,36 m²,1,var,71000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38808802491486,Bakı,49.80384627304693,3062390,23 Noyabr 2022 ,var,var
12177,Yeni tikili,3 / 17,95 m²,2,yoxdur,205000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.39989258617802,Bakı,49.83979431395813,3062398,27 Fevral 2023 ,,
12178,Yeni tikili,3 / 8,57 m²,2,,58000,AZN,"Abşeron r.,Masazır q.",40.47204072026282,Bakı,49.75338935852051,3062403,23 Noyabr 2022 ,,
12179,Yeni tikili,2 / 7,107.7 m²,3,var,307000,AZN,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40027766320492,Bakı,49.84006762504578,3062404,24 Oktyabr 2022 ,var,var
12180,Yeni tikili,4 / 20,152 m²,4,var,220000,AZN,"Xətai r.,Həzi Aslanov q.",40.36490694641684,Bakı,49.95940446853638,3062412,23 Noyabr 2022 ,,
12181,Yeni tikili,12 / 18,140 m²,3,var,225000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39241251535658,Bakı,49.8622829862304,3062421,23 Noyabr 2022 ,,
12182,Köhnə tikili,5 / 5,55 m²,3,var,87000,AZN,Nizami r.,40.39026819642278,Bakı,49.95772004127506,3062422,19 Yanvar 2023 ,,
12183,Yeni tikili,4 / 16,88 m²,2,yoxdur,180000,AZN,"Koala parkı ,Dostluq kinoteatrı ,Nəsimi bazarı ,Park Zorge ,Zoopark ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3062433,23 Noyabr 2022 ,,
12184,Yeni tikili,4 / 16,91 m²,3,var,168000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,3062434,23 Noyabr 2022 ,,
12185,Köhnə tikili,2 / 4,65 m²,3,,129500,AZN,"Rəssamlıq Akademiyası ,Montin bazarı ,Nərimanov r.",40.39554780703059,Bakı,49.87235766634776,3062442,12 Noyabr 2022 ,,
12186,Yeni tikili,9 / 14,90 m²,2,yoxdur,102000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.3839039,Bakı,49.79972640000005,3062443,23 Noyabr 2022 ,,
12187,Yeni tikili,4 / 17,245 m²,4,var,380000,AZN,"Nəsimi bazarı ,ASAN Xidmət №1 ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3062444,23 Noyabr 2022 ,,
12188,Yeni tikili,11 / 16,140 m²,3,var,255000,AZN,"Təhsil Nazirliyi ,Azərbaycan turizm institutu ,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,3062449,14 Dekabr 2022 ,var,var
12189,Köhnə tikili,2 / 4,85 m²,3,var,155000,AZN,"Axundov bağı ,İqsadiyyat Universiteti ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Prezident parkı ,Sovetski ,Qubernator parkı ,Nərimanov heykəli ,M.Ə.Sabir parkı ,Səbail r.",40.3769019868296,Bakı,49.84521518028816,3062453,23 Noyabr 2022 ,,
12190,Yeni tikili,2 / 19,116 m²,4,yoxdur,155000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39193181359763,Bakı,49.79410103806922,3062456,23 Noyabr 2022 ,,
12191,Yeni tikili,8 / 15,95.5 m²,2,yoxdur,162350,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40554735588255,Bakı,49.87506508827209,3062462,24 Fevral 2023 ,,
12192,Yeni tikili,2 / 17,45 m²,1,yoxdur,110000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.,Yasamal q.",40.38373468484185,Bakı,49.81024682521824,3062465,23 Noyabr 2022 ,,
12193,Yeni tikili,11 / 15,160.3 m²,3,var,216000,AZN,"Səbail r.,Badamdar q.",40.41932422288878,Bakı,49.92522239685059,3062466,23 Noyabr 2022 ,,
12194,Yeni tikili,16 / 17,155 m²,4,yoxdur,149000,AZN,"Xalqlar Dostluğu m.,Xətai r.,Əhmədli q.",40.38816806232006,Bakı,49.83243942260742,3062469,20 Dekabr 2022 ,,
12195,Yeni tikili,10 / 14,104 m²,3,var,244500,AZN,"Koala parkı ,Dostluq kinoteatrı ,Nəsimi bazarı ,Zoopark ,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3062479,23 Noyabr 2022 ,,
12196,Yeni tikili,6 / 16,177.7 m²,4,var,320000,AZN,"İncəsənət və Mədəniyyət Un. ,Dövlət Statistika Komitəsi ,Elmlər Akademiyası m.,Nizami m.,Yasamal r.",40.37855318820534,Bakı,49.8211795091629,3062486,23 Noyabr 2022 ,,
12197,Yeni tikili,3 / 10,56 m²,1,,65000,AZN,"Suraxanı r.,Zığ q.",40.34401730653673,Bakı,49.97844080297811,3062488,23 Noyabr 2022 ,,
12198,Yeni tikili,3 / 17,45 m²,1,yoxdur,75000,AZN,"Bakmil m.,Nərimanov r.",40.41082819780554,Bakı,49.87222861725763,3062491,21 Noyabr 2022 ,,
12199,Yeni tikili,18 / 19,118 m²,3,var,199000,AZN,"20 Yanvar m.,Yasamal r.",40.39414959485713,Bakı,49.7993946075439,3062496,23 Dekabr 2022 ,,
12200,Yeni tikili,8 / 13,96 m²,3,var,125000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3062497,23 Noyabr 2022 ,,
12201,Yeni tikili,11 / 18,170 m²,3,var,335000,AZN,"Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.41642040993482,Bakı,49.81218338012695,3062501,23 Noyabr 2022 ,var,var
12202,Köhnə tikili,1 / 3,117 m²,5,var,135000,AZN,Sumqayıt,40.589694,Sumqayıt,49.66787920000002,3062510,23 Noyabr 2022 ,,
12203,Yeni tikili,6 / 16,53 m²,2,var,117000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4007188626008,Bakı,49.84215974807739,3062517,23 Noyabr 2022 ,,
12204,Yeni tikili,17 / 18,285 m²,5,var,520000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,3062518,23 Noyabr 2022 ,,
12205,Yeni tikili,4 / 12,187 m²,3,var,486000,AZN,"İçəri Şəhər m.,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,Prezident parkı ,Axundov bağı ,İçəri Şəhər ,M.Ə.Sabir parkı ,Azneft meydanı ,Şəlalə parkı ,Səbail r.",40.36594062201038,Bakı,49.83150151884944,3062525,01 Dekabr 2022 ,,
12206,Yeni tikili,2 / 18,67 m²,2,var,79000,AZN,"Avtovağzal m.,Binəqədi r.,Biləcəri q.",40.42331419659055,Bakı,49.80164316055461,3063019,23 Noyabr 2022 ,var,var
12207,Yeni tikili,7 / 9,70 m²,3,var,109900,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.38816806232006,Bakı,49.83243942260742,3063021,27 Oktyabr 2022 ,,
12208,Yeni tikili,14 / 18,109 m²,2,var,225000,AZN,"Nəsimi bazarı ,Nəsimi r.",40.39551591489058,Bakı,49.84012141991089,3063022,23 Noyabr 2022 ,,
12209,Yeni tikili,4 / 12,106 m²,3,var,202000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42247294170803,Bakı,49.84639763832092,3063028,23 Noyabr 2022 ,,
12210,Yeni tikili,18 / 19,119 m²,3,var,199000,AZN,"20 Yanvar m.,Yasamal r.",40.39781016142791,Bakı,49.80832099914551,3063031,23 Noyabr 2022 ,,
12211,Yeni tikili,11 / 19,97 m²,2,yoxdur,178000,AZN,"Azərbaycan turizm institutu ,Nərimanov r.",40.40011603328774,Bakı,49.83917601637808,3063041,23 Noyabr 2022 ,,
12212,Köhnə tikili,4 / 5,45 m²,2,var,80000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.41932422288878,Bakı,49.92522239685059,3063043,11 Yanvar 2023 ,,
12213,Yeni tikili,9 / 18,90 m²,2,var,116000,AZN,Nəsimi r.,40.40210780478213,Bakı,49.85758781433109,3063044,23 Noyabr 2022 ,yoxdur,var
12214,Yeni tikili,14 / 17,91 m²,3,var,160000,AZN,"Binəqədi r.,7-ci mikrorayon q.",40.43292005000941,Bakı,49.85000659549782,3063047,23 Noyabr 2022 ,,
12215,Yeni tikili,4 / 17,153 m²,3,yoxdur,268000,AZN,"Şərq bazarı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3063051,31 Dekabr 2022 ,,
12216,Yeni tikili,12 / 18,76 m²,2,var,185000,AZN,"8 Noyabr m.,Nəsimi r.",40.37998753828459,Bakı,49.85486268997196,3063055,23 Noyabr 2022 ,var,var
12217,Yeni tikili,11 / 20,103 m²,2,,110000,AZN,"20 Yanvar m.,Yasamal r.",40.40948663199933,Bakı,49.80401830786168,3063056,23 Noyabr 2022 ,,
12218,Köhnə tikili,1 / 5,120 m²,4,var,150000,AZN,"Nərimanov heykəli ,Sovetski ,Space TV ,Yasamal r.",40.38535688538403,Bakı,49.82866287231445,3063059,21 Noyabr 2022 ,,
12219,Yeni tikili,4 / 16,108 m²,3,var,168000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39989258617802,Bakı,49.83979431395813,3063061,23 Noyabr 2022 ,var,var
12220,Köhnə tikili,8 / 9,110 m²,5,var,170000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.3711147809199,Bakı,49.95381325430733,3063064,23 Noyabr 2022 ,var,var
12221,Yeni tikili,18 / 20,120 m²,3,var,199000,AZN,"20 Yanvar m.,Yasamal r.",40.39414959485713,Bakı,49.7993946075439,3063067,23 Noyabr 2022 ,,
12222,Yeni tikili,8 / 16,135 m²,3,var,245000,AZN,"Binəqədi r.,8-ci mikrorayon q.",40.41838230927566,Bakı,49.84822974871827,3063072,23 Noyabr 2022 ,,
12223,Yeni tikili,17 / 20,155 m²,3,,160000,AZN,"20 Yanvar m.,Yasamal r.",40.40869789014481,Bakı,49.80437399659399,3063073,23 Noyabr 2022 ,,
12224,Yeni tikili,13 / 19,99 m²,3,var,179000,AZN,"20 Yanvar m.,Nizami r.",40.38816806232006,Bakı,49.83243942260742,3063077,01 Yanvar 2023 ,,
12225,Köhnə tikili,1 / 9,92 m²,4,var,120000,AZN,"Xətai r.,Əhmədli q.",40.39457225667505,Bakı,49.96168989103746,3063082,23 Noyabr 2022 ,,
12226,Yeni tikili,3 / 16,67 m²,2,var,68000,AZN,Səbail r.,40.39270174045908,Bakı,49.83329557619629,3063083,23 Noyabr 2022 ,yoxdur,var
12227,Yeni tikili,14 / 20,180 m²,4,,180000,AZN,"20 Yanvar m.,Yasamal r.",40.40890928894751,Bakı,49.80443596185551,3063086,23 Noyabr 2022 ,,
12228,Yeni tikili,4 / 8,281.5 m²,5,yoxdur,1689000,AZN,"Bayıl parkı ,Səbail r.,Bayıl q.",40.35089884231637,Bakı,49.83429341162309,3063106,10 Mart 2023 ,,
12229,Yeni tikili,7 / 17,180 m²,3,var,275000,AZN,"İncəsənət və Mədəniyyət Un. ,Dövlət Statistika Komitəsi ,Elmlər Akademiyası m.,Nizami m.,Yasamal r.",40.37843935858153,Bakı,49.82107126397805,3063113,23 Noyabr 2022 ,yoxdur,var
12230,Yeni tikili,2 / 17,160 m²,4,var,243000,AZN,Nizami r.,40.37005679625383,Bakı,49.82993423938751,3063116,23 Noyabr 2022 ,var,var
12231,Yeni tikili,23 / 27,145 m²,3,var,290000,AZN,"Yasamal r.,Yasamal q.",40.3651072257085,Bakı,49.81950849294662,3063130,04 Yanvar 2023 ,,
12232,Köhnə tikili,2 / 5,50 m²,2,var,62000,AZN,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,3063131,23 Noyabr 2022 ,,
12233,Yeni tikili,11 / 20,125 m²,3,yoxdur,275000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.37998753828459,Bakı,49.85486268997196,3063141,23 Noyabr 2022 ,,
12234,Yeni tikili,8 / 11,165 m²,3,var,300000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.3995325458547,Bakı,49.83236747357181,3063142,23 Noyabr 2022 ,var,var
12235,Yeni tikili,8 / 15,115 m²,3,var,295000,AZN,"Təhsil Nazirliyi ,Şərq bazarı ,Nərimanov r.",40.37998753828459,Bakı,49.85486268997196,3063145,20 Mart 2023 ,var,var
12236,Köhnə tikili,8 / 9,52 m²,2,,107000,AZN,"Zoopark ,Dostluq kinoteatrı ,Nərimanov r.",40.38857767532819,Bakı,49.84782457351685,3063154,29 Noyabr 2022 ,,
12237,Yeni tikili,3 / 12,150 m²,3,var,440000,AZN,"Nizami kinoteatrı ,Sahil m.,Malokan bağı ,Fontanlar bağı ,Sahil bağı ,Xalça Muzeyi ,Milli Konservatoriya ,Səbail r.",40.37329364331937,Bakı,49.84119415283203,3063171,23 Noyabr 2022 ,,
12238,Yeni tikili,8 / 16,140 m²,3,var,243999,AZN,Nəsimi r.,40.38816806232006,Bakı,49.83243942260742,3063172,30 Oktyabr 2022 ,var,var
12239,Köhnə tikili,9 / 9,50 m²,2,var,93000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38520951565923,Bakı,49.87700004037016,3063179,23 Noyabr 2022 ,,
12240,Yeni tikili,14 / 14,130 m²,3,yoxdur,280000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3839039,Bakı,49.79972640000005,3063181,23 Noyabr 2022 ,,
12241,Yeni tikili,11 / 20,96 m²,3,var,140000,AZN,"Sabunçu r.,Bakıxanov q.",40.43686307678303,Bakı,49.96030028484075,3063186,23 Noyabr 2022 ,,
12242,Köhnə tikili,7 / 9,70 m²,2,,110000,AZN,Xətai r.,40.39287335914653,Bakı,49.95840097317713,3063201,23 Noyabr 2022 ,,
12243,Yeni tikili,6 / 18,97 m²,1,yoxdur,120000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39816149998397,Bakı,49.84086155891422,3063202,04 Fevral 2023 ,,
12244,Yeni tikili,13 / 20,264.5 m²,4,yoxdur,370000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Şərq bazarı ,Nəsimi r.",40.38423771975189,Bakı,49.84905630219957,3063210,23 Noyabr 2022 ,,
12245,Yeni tikili,1 / 6,72 m²,3,var,65000,AZN,"Abşeron r.,Masazır q.",40.4862557,Bakı,49.75753099999997,3063217,23 Noyabr 2022 ,,
12246,Yeni tikili,1 / 14,85 m²,3,var,110000,AZN,"Həzi Aslanov m.,Xətai r.",40.3734404969678,Bakı,49.95423335903162,3063218,23 Noyabr 2022 ,,
12247,Yeni tikili,2 / 16,165 m²,4,var,248000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41776327329775,Bakı,49.93229099042968,3063219,23 Noyabr 2022 ,,
12248,Yeni tikili,19 / 19,130 m²,3,var,149000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.39887802227495,Bakı,49.81764848296466,3063224,09 Noyabr 2022 ,,
12249,Yeni tikili,11 / 18,40 m²,2,var,71000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41740386874545,Bakı,49.93426509626465,3063232,24 Oktyabr 2022 ,,
12250,Yeni tikili,4 / 12,60 m²,2,var,77500,AZN,Xırdalan,40.45452974558896,Xırdalan,49.73578463108878,3063239,23 Noyabr 2022 ,,
12251,Köhnə tikili,5 / 5,47 m²,2,var,56000,AZN,"Xətai r.,Köhnə Günəşli q.",40.37138078444872,Bakı,49.96566399527591,3063241,23 Noyabr 2022 ,,
12252,Köhnə tikili,2 / 2,34 m²,1,var,35000,AZN,"Sabunçu r.,Zabrat q.",40.47320735368622,Bakı,49.9431935751665,3063242,23 Noyabr 2022 ,,
12253,Yeni tikili,14 / 16,136 m²,3,var,255000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3063247,23 Noyabr 2022 ,yoxdur,var
12254,Yeni tikili,9 / 18,130 m²,3,var,260000,AZN,Nərimanov r.,40.4089166,Bakı,49.86399959999994,3063265,22 Fevral 2023 ,,
12255,Yeni tikili,17 / 20,133 m²,4,var,186200,AZN,"Xətai r.,Həzi Aslanov q.",40.35815707441427,Bakı,49.96135831987409,3063279,23 Noyabr 2022 ,yoxdur,var
12256,Yeni tikili,7 / 7,100 m²,3,yoxdur,102000,AZN,Xırdalan,40.45134262607426,Xırdalan,49.7432331387488,3063284,23 Noyabr 2022 ,,
12257,Köhnə tikili,4 / 5,20 m²,1,var,55000,AZN,Nərimanov r.,40.4089166,Bakı,49.86399959999994,3063290,24 Noyabr 2022 ,,
12258,Yeni tikili,9 / 16,57 m²,2,var,156000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37756107780933,Bakı,49.87305794473711,3063320,28 Oktyabr 2022 ,,
12259,Köhnə tikili,3 / 4,45 m²,2,var,68500,AZN,"Binəqədi r.,Biləcəri q.",40.43004465425803,Bakı,49.80935241960447,3063328,24 Noyabr 2022 ,,
12260,Yeni tikili,7 / 11,170 m²,4,var,400000,AZN,"Şah İsmayıl Xətai m.,Cavanşir körpüsü ,Xətai r.",40.38180805944521,Bakı,49.86667374270173,3063338,25 Dekabr 2022 ,,
12261,Köhnə tikili,1 / 5,70 m²,3,var,120000,AZN,"Rusiya səfirliyi ,Park Zorge ,Sevil Qazıyeva parkı ,Zabitlər parkı ,Nəsimi r.",40.38850657679978,Bakı,49.83485812162389,3063342,24 Noyabr 2022 ,,
12262,Yeni tikili,16 / 19,36 m²,1,var,71000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.4010854646298,Bakı,49.80574754596251,3063347,24 Noyabr 2022 ,,
12263,Yeni tikili,9 / 16,60 m²,2,var,140000,AZN,"Zabitlər parkı ,Sirk ,Azərbaycan Dillər Universiteti ,Nəsimi r.,Kubinka q.",40.38444554310299,Bakı,49.83637242753911,3063354,26 Oktyabr 2022 ,,
12264,Yeni tikili,18 / 18,350 m²,6,var,419000,AZN,"Neft Akademiyası ,28 May m.,Səməd Vurğun parkı ,Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Pedaqoji Universiteti ,Nəsimi r.",40.3863784022024,Bakı,49.84768509864811,3063356,03 Mart 2023 ,,
12265,Yeni tikili,7 / 17,113 m²,3,yoxdur,197000,AZN,"Park Zorge ,Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Nəsimi r.",40.39119580899003,Bakı,49.83324417218567,3063359,24 Noyabr 2022 ,,
12266,Yeni tikili,3 / 13,101 m²,3,var,145000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.40131504000477,Bakı,49.81872414056498,3063361,24 Noyabr 2022 ,,
12267,Köhnə tikili,6 / 9,75 m²,3,,90000,AZN,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,3063366,24 Noyabr 2022 ,,
12268,Köhnə tikili,1 / 5,65 m²,3,var,151000,AZN,"Gənclik m.,Nərimanov r.",40.40424846479627,Bakı,49.85128462613742,3063370,24 Noyabr 2022 ,,
12269,Yeni tikili,17 / 18,210 m²,3,var,169000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3063373,17 Noyabr 2022 ,var,var
12270,Yeni tikili,3 / 7,50 m²,2,var,52500,AZN,"Binəqədi r.,Binəqədi q.",40.4826224782429,Bakı,49.8415736107422,3063386,24 Noyabr 2022 ,,
12271,Yeni tikili,16 / 17,157 m²,3,var,300000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40192328387631,Bakı,49.87043690163568,3063392,24 Noyabr 2022 ,var,var
12272,Yeni tikili,11 / 16,66 m²,2,var,166000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3063399,01 Yanvar 2023 ,,
12273,Yeni tikili,7 / 18,164 m²,4,yoxdur,328000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3063403,24 Noyabr 2022 ,,
12274,Yeni tikili,18 / 20,67 m²,2,var,87500,AZN,"Sabunçu r.,Bakıxanov q.",40.43543916828242,Bakı,49.95760546277985,3063404,24 Noyabr 2022 ,var,var
12275,Yeni tikili,6 / 16,60 m²,2,var,119000,AZN,"Ukrayna dairəsi ,Əhmədli m.,Xətai r.",40.38499730777751,Bakı,49.83810424804688,3063406,29 Oktyabr 2022 ,var,var
12276,Köhnə tikili,4 / 9,80 m²,4,var,145000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,3063407,24 Noyabr 2022 ,yoxdur,var
12277,Yeni tikili,13 / 16,62 m²,3,var,105000,AZN,"Xalqlar Dostluğu m.,Xətai r.,Əhmədli q.",40.39767943033438,Bakı,49.95243072509766,3063408,24 Noyabr 2022 ,var,var
12278,Köhnə tikili,3 / 5,60 m²,2,var,67000,AZN,Xırdalan,40.45641871793125,Xırdalan,49.74461488900166,3063409,14 Noyabr 2022 ,var,var
12279,Köhnə tikili,6 / 9,110 m²,4,var,195000,AZN,"İnşaatçılar m.,Yasamal r.",40.38546071902738,Bakı,49.80835238419195,3063410,24 Noyabr 2022 ,var,var
12280,Köhnə tikili,2 / 5,50 m²,2,var,95000,AZN,"Nizami kinoteatrı ,Sahil m.,Fontanlar bağı ,Malokan bağı ,Xalça Muzeyi ,Səbail r.",40.37302799884825,Bakı,49.84031438827515,3063412,24 Noyabr 2022 ,,
12281,Yeni tikili,3 / 16,86 m²,2,yoxdur,110000,AZN,"20 Yanvar m.,Yasamal r.",40.3651072257085,Bakı,49.81950849294662,3063414,24 Noyabr 2022 ,,
12282,Köhnə tikili,1 / 2,51.8 m²,2,,110000,AZN,"İçəri Şəhər m.,İqsadiyyat Universiteti ,Dövlət İdarəçilik Akademiyası ,Qubernator parkı ,M.Ə.Sabir parkı ,Axundov bağı ,İçəri Şəhər ,Prezident parkı ,Azərbaycan kinoteatrı ,Azneft meydanı ,Səbail r.",40.36683818621746,Bakı,49.83296781778336,3063416,24 Noyabr 2022 ,,
12283,Köhnə tikili,3 / 9,50 m²,2,var,92000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.3816452,Bakı,49.95845050000003,3063417,24 Noyabr 2022 ,,
12284,Yeni tikili,14 / 18,88 m²,2,yoxdur,96800,AZN,"Yasamal r.,Yeni Yasamal q.",40.39285602959275,Bakı,49.79491416931152,3063418,24 Noyabr 2022 ,,
12285,Köhnə tikili,6 / 9,51 m²,2,var,70000,AZN,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,3063423,24 Noyabr 2022 ,var,var
12286,Yeni tikili,18 / 20,115 m²,3,var,165000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39351790055482,Bakı,49.79431335449218,3063427,24 Noyabr 2022 ,,
12287,Yeni tikili,3 / 16,120 m²,3,yoxdur,255000,AZN,"Elmlər Akademiyası m.,Bakı Dövlət Universiteti ,Yasamal r.,Yasamal q.",40.38264366149726,Bakı,49.87209320068359,3063429,24 Noyabr 2022 ,,
12288,Yeni tikili,14 / 17,209 m²,4,var,397000,AZN,"ASAN Xidmət №1 ,TQDK ,Nəsimi bazarı ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3063433,27 Dekabr 2022 ,,
12289,Köhnə tikili,1 / 5,80 m²,3,var,125000,AZN,"ASAN Xidmət №3 ,Yasamal bazarı ,Yasamal r.,Yasamal q.",40.37936930828521,Bakı,49.8071602127493,3063435,02 Noyabr 2022 ,,
12290,Yeni tikili,8 / 13,105.7 m²,3,var,89600,AZN,"Abşeron r.,Masazır q.",40.49354171699642,Bakı,49.75647952251096,3063436,24 Noyabr 2022 ,,
