,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,price-cur,locations,latitude,city,longitude,id,date,Təmir,İpoteka
1410,Köhnə tikili,4 / 9,72 m²,3,var,168000,AZN,"Neftçi bazası ,ASAN Xidmət №1 ,Nəsimi r.",40.40165844427115,Bakı,49.86887991428379,3006374,16 Yanvar 2023 ,,
1411,Yeni tikili,4 / 16,82 m²,3,var,165000,AZN,"Əhmədli m.,Xətai r.",40.39026819642278,Bakı,49.95772004127506,3006381,01 Dekabr 2022 ,,
1412,Yeni tikili,12 / 14,128 m²,3,yoxdur,298000,AZN,"Nəsimi bazarı ,ASAN Xidmət №1 ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,3006383,22 Oktyabr 2022 ,,
1413,Yeni tikili,8 / 18,71 m²,3,var,130000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.37620916175648,Bakı,49.81580107043555,3006391,22 Oktyabr 2022 ,,
1414,Yeni tikili,9 / 9,78 m²,3,var,85000,AZN,Xırdalan,40.45414820653252,Xırdalan,49.73915854487586,3006393,27 Noyabr 2022 ,var,var
1415,Yeni tikili,7 / 16,85 m²,3,yoxdur,166000,AZN,"Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.41109828881082,Bakı,49.81201704816283,3006401,30 Sentyabr 2022 ,,
1416,Köhnə tikili,3 / 9,120 m²,5,var,140000,AZN,"Neapol dairəsi ,Xətai r.",40.41699219735978,Bakı,49.93324756622318,3006406,04 Fevral 2023 ,,
1417,Yeni tikili,14 / 16,100 m²,3,yoxdur,162000,AZN,Xətai r.,40.37024250177031,Bakı,49.97394200996779,3006410,28 Fevral 2023 ,,
1418,Yeni tikili,14 / 17,120 m²,3,var,185000,AZN,"İnşaatçılar m.,Yasamal r.",40.38488269630919,Bakı,49.80654645166499,3006411,22 Oktyabr 2022 ,,
1419,Yeni tikili,16 / 19,135 m²,3,var,229000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.37224994422943,Bakı,49.83342432222912,3006415,22 Oktyabr 2022 ,var,var
1420,Yeni tikili,10 / 12,104 m²,3,var,205000,AZN,"Tibb Universiteti ,Nəsimi r.",40.40952590477563,Bakı,49.84445571899418,3006419,22 Oktyabr 2022 ,,
1421,Yeni tikili,7 / 16,75 m²,2,yoxdur,165000,AZN,Nərimanov r.,40.37024250177031,Bakı,49.97394200996779,3006421,09 Fevral 2023 ,,
1422,Yeni tikili,4 / 18,172 m²,3,yoxdur,350000,AZN,"TQDK ,Neftçi bazası ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3006427,22 Oktyabr 2022 ,,
1423,Yeni tikili,3 / 12,180 m²,3,yoxdur,200000,AZN,Abşeron r.,40.4053327515815,Xırdalan,49.81380344106,3006437,22 Oktyabr 2022 ,,
1424,Köhnə tikili,8 / 9,50 m²,2,var,68000,AZN,"Suraxanı r.,Hövsan q.",40.38008636414203,Bakı,50.09287915572509,3006453,22 Oktyabr 2022 ,,
1425,Yeni tikili,5 / 7,200 m²,5,var,480000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3651072257085,Bakı,49.81950849294662,3006455,18 Yanvar 2023 ,,
1426,Yeni tikili,18 / 20,115 m²,3,var,200000,AZN,Yasamal r.,40.39369544214118,Bakı,49.79487471510174,3006460,22 Oktyabr 2022 ,var,var
1427,Yeni tikili,12 / 17,75 m²,2,yoxdur,112000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.37005679625383,Bakı,49.82993423938751,3006468,22 Oktyabr 2022 ,,
1428,Yeni tikili,7 / 18,210 m²,4,var,379000,AZN,"İnşaatçılar m.,Yasamal r.",40.38911599087974,Bakı,49.80323821306229,3006469,25 Noyabr 2022 ,var,var
1429,Yeni tikili,4 / 4,84 m²,2,var,230000,AZN,"Ağ şəhər ,Xətai r.,Ağ şəhər q.",40.39414959485713,Bakı,49.7993946075439,3006471,22 Oktyabr 2022 ,,
1430,Yeni tikili,3 / 18,175 m²,3,var,350000,AZN,"Hüseyn Cavid parkı ,Elmlər Akademiyası m.,Texniki Universiteti ,Yasamal r.",40.39270174045908,Bakı,49.83329557619629,3006477,22 Oktyabr 2022 ,var,var
1431,Yeni tikili,7 / 14,216 m²,4,var,324000,AZN,"8 Noyabr m.,Nəsimi r.",40.3963625866246,Bakı,49.81677838934771,3006478,22 Oktyabr 2022 ,,
1432,Yeni tikili,8 / 16,67.5 m²,2,yoxdur,49000,AZN,Abşeron r.,40.40554735588255,Xırdalan,49.87506508827209,3006484,23 Noyabr 2022 ,,
1433,Köhnə tikili,6 / 9,110 m²,4,var,135000,AZN,"Nizami r.,8-ci kilometr q.",40.41064017053306,Bakı,49.93658252485351,3006485,19 Oktyabr 2022 ,,
1434,Köhnə tikili,3 / 5,50 m²,2,var,86000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.",40.38194863342642,Bakı,49.8055154976314,3006497,26 Sentyabr 2022 ,,
1435,Yeni tikili,18 / 19,52 m²,2,yoxdur,92000,AZN,Xətai r.,40.35442119139658,Bakı,49.96123377854664,3006498,22 Oktyabr 2022 ,,
1436,Yeni tikili,17 / 20,55 m²,2,var,124999,AZN,"20 Yanvar m.,Nəsimi r.",40.4053327515815,Bakı,49.81380344106,3006504,22 Oktyabr 2022 ,var,var
1437,Yeni tikili,4 / 16,58 m²,2,var,99000,AZN,Binəqədi r.,40.39414959485713,Bakı,49.7993946075439,3006509,22 Oktyabr 2022 ,,
1438,Yeni tikili,4 / 12,160 m²,3,var,300000,AZN,"Dövlət Statistika Komitəsi ,M.Hüseynzadə parkı ,Nizami m.,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,3006510,24 Fevral 2023 ,,
1439,Yeni tikili,12 / 16,98 m²,3,var,225000,AZN,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Rəssamlıq Akademiyası ,Nərimanov r.",40.37224994422943,Bakı,49.83342432222912,3006516,22 Oktyabr 2022 ,,
1440,Köhnə tikili,3 / 5,50 m²,3,var,134000,AZN,"İdman kompleksi ,İzmir parkı ,Yasamal r.,Yasamal q.",40.3651072257085,Bakı,49.81950849294662,3006537,29 Sentyabr 2022 ,,
1441,Köhnə tikili,1 / 5,76 m²,3,var,110000,AZN,"Binəqədi r.,Biləcəri q.",40.37738239264175,Bakı,49.82495069503784,3006538,06 Noyabr 2022 ,,
1442,Yeni tikili,8 / 16,96.9 m²,2,yoxdur,71000,AZN,Abşeron r.,40.40554735588255,Xırdalan,49.87506508827209,3006548,23 Noyabr 2022 ,,
1443,Yeni tikili,10 / 14,92 m²,3,var,190000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.39270174045908,Bakı,49.83329557619629,3006552,22 Oktyabr 2022 ,var,var
1444,Köhnə tikili,4 / 5,75 m²,3,var,110000,AZN,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.38257828125999,Bakı,49.80385780334476,3006555,22 Oktyabr 2022 ,,
1445,Yeni tikili,4 / 20,164 m²,4,yoxdur,246000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.39558769831537,Bakı,49.83278274536133,3006561,18 Noyabr 2022 ,,
1446,Yeni tikili,5 / 8,103 m²,2,yoxdur,334750,AZN,"Ağ şəhər ,Xətai r.",40.41913797142315,Bakı,49.92514979797704,3006567,22 Oktyabr 2022 ,,
1447,Yeni tikili,5 / 18,46 m²,2,var,86000,AZN,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.36822884896801,Bakı,49.813362210989,3006568,22 Oktyabr 2022 ,var,var
1448,Yeni tikili,12 / 13,285 m²,4,var,285000,AZN,"Park Zorge ,Tibb Universiteti ,Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Nəsimi r.",40.39206860124258,Bakı,49.83180281119392,3006574,22 Oktyabr 2022 ,,
1449,Yeni tikili,12 / 19,103 m²,2,yoxdur,145000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.39491696989921,Bakı,49.80692219986526,3006578,29 Sentyabr 2022 ,,
1450,Yeni tikili,5 / 18,46 m²,2,var,86000,AZN,"Həzi Aslanov m.,Xətai r.",40.39026819642278,Bakı,49.95772004127506,3006581,21 Noyabr 2022 ,,
1451,Yeni tikili,13 / 18,207 m²,5,yoxdur,550000,AZN,Yasamal r.,40.40952590477563,Bakı,49.84445571899418,3006583,13 Mart 2023 ,,
1452,Yeni tikili,12 / 17,135 m²,3,yoxdur,225000,AZN,"Nəsimi m.,Binəqədi r.",40.42072358383215,Bakı,49.82871941417221,3006586,26 Oktyabr 2022 ,,
1453,Köhnə tikili,8 / 9,78 m²,3,var,144000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.41955754014089,Bakı,49.80956509178773,3006594,27 Oktyabr 2022 ,var,var
1454,Yeni tikili,16 / 16,105 m²,4,var,188000,AZN,"Montin bazarı ,Rəssamlıq Akademiyası ,Nərimanov r.",40.37620916175648,Bakı,49.81580107043555,3006595,21 Noyabr 2022 ,,
1455,Yeni tikili,13 / 17,65 m²,2,,120000,AZN,Nizami r.,40.39298300258589,Bakı,49.95403544813546,3006598,28 Sentyabr 2022 ,,
1456,Yeni tikili,6 / 16,116 m²,2,var,235000,AZN,"Təhsil Nazirliyi ,Xətai r.",40.38954065003156,Bakı,49.86376780944831,3006600,29 Sentyabr 2022 ,,
1457,Yeni tikili,4 / 18,140 m²,3,yoxdur,290000,AZN,"Ayna Sultanova heykəli ,Binəqədi r.",40.41654581992983,Bakı,49.8454215872402,3006606,22 Oktyabr 2022 ,,
1458,Yeni tikili,11 / 17,94 m²,3,var,154500,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.36942330420567,Bakı,49.82101321220402,3006609,29 Oktyabr 2022 ,var,var
1459,Yeni tikili,4 / 14,136 m²,3,var,270000,AZN,Nərimanov r.,40.37024250177031,Bakı,49.97394200996779,3006611,11 Oktyabr 2022 ,yoxdur,var
1460,Yeni tikili,3 / 13,102 m²,3,var,179000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,3006612,22 Oktyabr 2022 ,,
1461,Köhnə tikili,8 / 9,75 m²,3,var,87000,AZN,"Həzi Aslanov m.,Xətai r.,Köhnə Günəşli q.",40.39298300258589,Bakı,49.95403544813546,3006613,10 Noyabr 2022 ,,
1462,Köhnə tikili,3 / 5,90 m²,3,var,200000,AZN,"Tibb Universiteti ,Park Zorge ,Nəsimi r.",40.39379662710674,Bakı,49.83232455822757,3006623,22 Oktyabr 2022 ,var,var
1463,Yeni tikili,17 / 17,142 m²,4,yoxdur,235000,AZN,"Qara Qarayev m.,Nizami r.",40.41932422288878,Bakı,49.92522239685059,3006624,22 Oktyabr 2022 ,,
1464,Köhnə tikili,5 / 5,60 m²,2,var,78000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3006629,22 Oktyabr 2022 ,,
1465,Köhnə tikili,3 / 5,90 m²,3,var,214000,AZN,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Nəsimi r.",40.37817409775164,Bakı,49.85116367609967,3006630,22 Oktyabr 2022 ,var,var
1466,Köhnə tikili,1 / 9,110 m²,5,var,120000,AZN,"Neapol dairəsi ,Suraxanı r.,Yeni Günəşli q.",40.40366828798837,Bakı,49.87215757369995,3006632,23 Noyabr 2022 ,,
1467,Yeni tikili,5 / 17,176 m²,4,var,305000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,3006638,16 Oktyabr 2022 ,,
1468,Köhnə tikili,1 / 2,45 m²,2,var,115500,AZN,"Milli Konservatoriya ,Bakı Musiqi Akademiyası ,Neft Akademiyası ,Nizami kinoteatrı ,Malokan bağı ,28 May m.,Sahil bağı ,Pedaqoji Universiteti ,Qış parkı ,Sahil m.,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,3006640,19 Noyabr 2022 ,var,var
1469,Yeni tikili,2 / 10,181 m²,4,var,400000,AZN,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Bakı Dövlət Universiteti ,Yasamal r.",40.37224994422943,Bakı,49.83342432222912,3006644,22 Oktyabr 2022 ,var,var
1470,Köhnə tikili,5 / 5,30 m²,1,var,75000,AZN,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Nəsimi r.",40.37873229768555,Bakı,49.85357287893295,3006646,22 Oktyabr 2022 ,,
1471,Yeni tikili,7 / 12,119 m²,3,var,235000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Yasamal r.",40.40152503521376,Bakı,49.86131862059725,3006654,28 Oktyabr 2022 ,,
1472,Yeni tikili,4 / 16,105 m²,3,yoxdur,131000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.40401959597276,Bakı,49.80780601501465,3006657,22 Oktyabr 2022 ,,
1473,Yeni tikili,10 / 20,65 m²,2,yoxdur,157000,AZN,"Xətai r.,Ağ şəhər q.",40.38264366149726,Bakı,49.87209320068359,3006663,04 Oktyabr 2022 ,,
1474,Yeni tikili,7 / 17,120 m²,2,yoxdur,215000,AZN,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.",40.39203732471822,Bakı,49.84165549278259,3006664,23 Noyabr 2022 ,,
1475,Yeni tikili,5 / 6,67 m²,3,var,185000,AZN,"İçəri Şəhər m.,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,Prezident parkı ,Axundov bağı ,İçəri Şəhər ,M.Ə.Sabir parkı ,Azneft meydanı ,Şəlalə parkı ,Səbail r.",40.38499730777751,Bakı,49.84222412109375,3006668,22 Oktyabr 2022 ,,
1476,Köhnə tikili,3 / 3,54 m²,2,var,48000,AZN,Gəncə,40.68709035841427,Gəncə,46.38554271461636,3006671,22 Oktyabr 2022 ,,
1477,Köhnə tikili,3 / 5,45 m²,2,var,130000,AZN,"Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37985028113103,Bakı,49.81182852707525,3006672,16 Mart 2023 ,,
1478,Yeni tikili,5 / 17,141.9 m²,4,var,200000,AZN,"20 Yanvar m.,Yasamal r.",40.40006940648659,Bakı,49.81182852707525,3006676,10 Noyabr 2022 ,yoxdur,var
1479,Köhnə tikili,3 / 9,80 m²,3,var,146000,AZN,"Dərnəgül m.,Binəqədi r.",40.40328327684168,Bakı,49.85078707337379,3006677,22 Oktyabr 2022 ,,
1480,Köhnə tikili,4 / 5,40 m²,1,var,62000,AZN,"Ukrayna dairəsi ,Əhmədli m.,Xətai r.,Əhmədli q.",40.39206183887164,Bakı,49.95752692222599,3006680,08 Oktyabr 2022 ,var,var
1481,Yeni tikili,5 / 16,185 m²,4,var,333000,AZN,"Zoopark ,Dostluq kinoteatrı ,Koala parkı ,Nərimanov r.",40.38321447491986,Bakı,49.87406198881672,3006685,22 Oktyabr 2022 ,,
1482,Yeni tikili,26 / 27,176 m²,3,var,328000,AZN,"Tibb Universiteti ,Nəsimi r.",40.38535688538403,Bakı,49.82866287231445,3006690,22 Oktyabr 2022 ,,
1483,Yeni tikili,9 / 20,150 m²,3,var,275000,AZN,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.4029918575206,Bakı,49.80968275986334,3006692,22 Oktyabr 2022 ,var,var
1484,Yeni tikili,15 / 19,92 m²,2,var,135000,AZN,"20 Yanvar m.,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3006697,01 Noyabr 2022 ,,
1485,Yeni tikili,15 / 20,72 m²,2,yoxdur,155000,AZN,"20 Yanvar m.,Yasamal r.",40.39336516184337,Bakı,49.79300022125244,3006700,02 Noyabr 2022 ,var,var
1486,Yeni tikili,5 / 7,146 m²,3,yoxdur,350000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.",40.38069023773686,Bakı,49.88355931732067,3006704,22 Oktyabr 2022 ,,
1487,Köhnə tikili,4 / 5,45 m²,2,var,78500,AZN,"Nəsimi m.,Binəqədi r.",40.39989258617802,Bakı,49.83979431395813,3006712,30 Noyabr 2022 ,,
1488,Yeni tikili,12 / 15,137 m²,3,var,260000,AZN,"Nəsimi bazarı ,Park Zorge ,Nəsimi r.",40.37738239264175,Bakı,49.82495069503784,3006715,07 Fevral 2023 ,var,var
1489,Köhnə tikili,4 / 5,30 m²,1,var,72000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3006719,26 Sentyabr 2022 ,,
1490,Köhnə tikili,5 / 9,100 m²,3,var,160000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3006721,22 Oktyabr 2022 ,,
1491,Yeni tikili,1 / 16,146 m²,4,,165000,AZN,Xətai r.,40.38393649913722,Bakı,49.82891160497888,3006729,25 Noyabr 2022 ,,
1492,Köhnə tikili,4 / 6,56 m²,2,var,130000,AZN,"Nərimanov heykəli ,Sovetski ,Axundov bağı ,Prezident parkı ,İçəri Şəhər m.,Səbail r.",40.3651072257085,Bakı,49.81950849294662,3006730,24 Noyabr 2022 ,,
1493,Yeni tikili,11 / 22,155 m²,3,yoxdur,210000,AZN,"Yasamal r.,Yasamal q.",40.41154809153625,Bakı,49.80048278294225,3006731,22 Oktyabr 2022 ,,
1494,Yeni tikili,2 / 16,65 m²,2,var,86000,AZN,"Xətai r.,Həzi Aslanov q.",40.37218201640103,Bakı,49.94213104248047,3006732,28 Sentyabr 2022 ,,
1495,Yeni tikili,13 / 17,88 m²,2,var,170000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.37998753828459,Bakı,49.85486268997196,3006733,22 Oktyabr 2022 ,,
1496,Yeni tikili,6 / 18,67.4 m²,2,yoxdur,104000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nərimanov r.",40.40761426997893,Bakı,49.80840682983398,3006734,22 Oktyabr 2022 ,,
1497,Yeni tikili,3 / 15,41 m²,1,var,60000,AZN,Xırdalan,40.45214023753582,Xırdalan,49.74304894760734,3006736,22 Oktyabr 2022 ,,
1498,Yeni tikili,15 / 15,68 m²,2,var,92000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38456166194435,Bakı,49.7877419424057,3006739,22 Oktyabr 2022 ,,
1499,Köhnə tikili,9 / 9,75 m²,3,var,135000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4209144,Bakı,49.842779500000006,3006749,22 Oktyabr 2022 ,,
1500,Yeni tikili,16 / 17,144 m²,4,var,172000,AZN,"Yasamal r.,Yeni Yasamal q.",40.40328327684168,Bakı,49.85078707337379,3006751,22 Oktyabr 2022 ,,
1501,Yeni tikili,7 / 16,80 m²,2,var,137000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.4053327515815,Bakı,49.81380344106,3006806,22 Oktyabr 2022 ,var,var
1502,Yeni tikili,8 / 15,117 m²,3,yoxdur,87750,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3006809,22 Oktyabr 2022 ,,
1503,Yeni tikili,12 / 17,136 m²,3,yoxdur,190000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.37024250177031,Bakı,49.97394200996779,3006813,02 Dekabr 2022 ,,
1504,Yeni tikili,15 / 16,140 m²,3,var,245000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3006823,25 Sentyabr 2022 ,,
1505,Yeni tikili,12 / 18,117 m²,3,var,146321,AZN,"Yasamal r.,Yeni Yasamal q.",40.39383367723845,Bakı,49.79618492738692,3006826,22 Oktyabr 2022 ,,
1506,Yeni tikili,12 / 16,88 m²,2,yoxdur,210000,AZN,"Elmlər Akademiyası m.,Yasamal r.",40.37533198376934,Bakı,49.81793688867354,3006828,22 Oktyabr 2022 ,,
1507,Köhnə tikili,4 / 9,110 m²,4,var,135000,AZN,"İnşaatçılar m.,Yasamal r.",40.38257828125999,Bakı,49.80385780334476,3006834,22 Oktyabr 2022 ,var,var
1508,Yeni tikili,17 / 17,88 m²,2,var,97000,AZN,"Yasamal r.,Yeni Yasamal q.",40.40328327684168,Bakı,49.85078707337379,3006838,22 Oktyabr 2022 ,,
1509,Köhnə tikili,4 / 5,35 m²,1,var,75900,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.,Yasamal q.",40.38083101774132,Bakı,49.80848113022466,3006839,22 Oktyabr 2022 ,,
1510,Köhnə tikili,3 / 9,85 m²,4,var,146000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.",40.39197603929571,Bakı,49.80684041976929,3006840,22 Oktyabr 2022 ,var,var
1511,Yeni tikili,6 / 11,110 m²,3,var,150000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39197603929571,Bakı,49.80684041976929,3006845,22 Oktyabr 2022 ,var,var
1512,Yeni tikili,5 / 7,146 m²,3,var,360000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.38264366149726,Bakı,49.87209320068359,3006849,12 Yanvar 2023 ,,
1513,Köhnə tikili,5 / 5,100 m²,3,var,220000,AZN,"Montin bazarı ,Rəssamlıq Akademiyası ,Nərimanov r.",40.37620916175648,Bakı,49.81580107043555,3006852,22 Oktyabr 2022 ,,
1514,Yeni tikili,6 / 18,68 m²,2,var,103900,AZN,"Tibb Universiteti ,Nəsimi r.",40.39045008382347,Bakı,49.830508675731,3006855,22 Oktyabr 2022 ,,
1515,Yeni tikili,22 / 27,147 m²,3,var,262000,AZN,Nəsimi r.,40.39585573108413,Bakı,49.81556611630252,3006859,05 Oktyabr 2022 ,var,var
1516,Köhnə tikili,2 / 5,55 m²,2,var,88000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41721669095129,Bakı,49.81366205010657,3006860,22 Oktyabr 2022 ,,
1517,Köhnə tikili,3 / 4,70 m²,3,var,250000,AZN,"Azneft meydanı ,İçəri Şəhər ,İçəri Şəhər m.,Qubernator parkı ,Səbail r.",40.36384831741812,Bakı,49.83570635318756,3006863,22 Oktyabr 2022 ,,
1518,Köhnə tikili,3 / 9,110 m²,4,var,130000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39197603929571,Bakı,49.80684041976929,3006864,22 Oktyabr 2022 ,,
1519,Yeni tikili,9 / 20,80 m²,3,var,135000,AZN,"Xətai r.,Əhmədli q.",40.3744844328779,Bakı,49.96192990739457,3006865,22 Oktyabr 2022 ,,
1520,Köhnə tikili,1 / 1,40 m²,2,var,67000,AZN,"Bayıl parkı ,Səbail r.,Bayıl q.",40.3497833,Bakı,49.83144970000001,3006873,22 Oktyabr 2022 ,,
1521,Köhnə tikili,1 / 5,67 m²,3,var,155000,AZN,Yasamal r.,40.37702072916624,Bakı,49.84645128250122,3006876,22 Oktyabr 2022 ,,
1522,Yeni tikili,13 / 16,120 m²,3,var,235000,AZN,"Montin bazarı ,Rəssamlıq Akademiyası ,Nərimanov r.",40.40952590477563,Bakı,49.84445571899418,3006878,22 Oktyabr 2022 ,,
1523,Yeni tikili,17 / 20,116 m²,3,var,147000,AZN,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,3006879,22 Oktyabr 2022 ,var,var
1524,Köhnə tikili,3 / 4,150 m²,4,var,300000,AZN,"Neft Akademiyası ,28 May m.,Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Pedaqoji Universiteti ,Səməd Vurğun parkı ,Sahil m.,Nəsimi r.",40.3769019868296,Bakı,49.84521518028816,3006881,27 Noyabr 2022 ,,
1525,Yeni tikili,8 / 33,197 m²,4,,1105000,AZN,"Azadlıq meydanı ,Pedaqoji Universiteti ,Nəsimi r.",40.37134755565091,Bakı,49.85382929448031,3006886,22 Oktyabr 2022 ,,
1526,Yeni tikili,25 / 26,103 m²,2,yoxdur,295000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.38264366149726,Bakı,49.87209320068359,3006888,22 Oktyabr 2022 ,,
1527,Yeni tikili,12 / 17,186 m²,4,var,350000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Neftçi bazası ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,3006891,22 Oktyabr 2022 ,,
1528,Yeni tikili,14 / 17,75 m²,2,var,180000,AZN,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3006892,21 Yanvar 2023 ,,
1529,Yeni tikili,14 / 17,135 m²,4,var,185000,AZN,"Zərifə Əliyeva adına park ,Nəsimi r.,4-cü mikrorayon q.",40.39197603929571,Bakı,49.80684041976929,3006895,22 Oktyabr 2022 ,var,var
1530,Yeni tikili,9 / 16,136 m²,3,var,272000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.37967496900623,Bakı,49.88262846045664,3006901,08 Mart 2023 ,yoxdur,var
1531,Köhnə tikili,2 / 5,58 m²,2,var,80000,AZN,"Binəqədi r.,Biləcəri q.",40.39197603929571,Bakı,49.80684041976929,3006903,22 Oktyabr 2022 ,var,var
1532,Yeni tikili,7 / 12,124 m²,3,var,235000,AZN,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.39816149998397,Bakı,49.84086155891422,3006905,27 Oktyabr 2022 ,var,var
1533,Yeni tikili,9 / 16,130 m²,3,yoxdur,169000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3006906,15 Noyabr 2022 ,,
1534,Köhnə tikili,4 / 5,56 m²,2,,49000,AZN,Sumqayıt,40.589694,Sumqayıt,49.66787920000002,3006912,22 Oktyabr 2022 ,,
1535,Yeni tikili,8 / 16,80 m²,2,var,129000,AZN,"Həzi Aslanov m.,Ukrayna dairəsi ,Xətai r.,Həzi Aslanov q.",40.37742938831814,Bakı,49.80915784835819,3006917,24 Noyabr 2022 ,var,var
1536,Yeni tikili,4 / 18,250 m²,4,var,625000,AZN,"Koala parkı ,Nəsimi bazarı ,Dostluq kinoteatrı ,Park Zorge ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3006923,22 Oktyabr 2022 ,,
1537,Yeni tikili,19 / 19,94 m²,3,var,102000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3006928,22 Oktyabr 2022 ,,
1538,Yeni tikili,9 / 16,62 m²,2,var,149900,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.36942330420567,Bakı,49.82101321220402,3006934,18 Dekabr 2022 ,var,var
1539,Yeni tikili,3 / 17,102 m²,3,var,179000,AZN,Nizami r.,40.41699219735978,Bakı,49.93324756622318,3006935,22 Oktyabr 2022 ,,
1540,Yeni tikili,5 / 9,278 m²,4,var,1530000,AZN,"Zoopark ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3006937,22 Oktyabr 2022 ,,
1541,Yeni tikili,5 / 10,105 m²,2,yoxdur,189000,AZN,"28 May m.,Neft Akademiyası ,Bakı Slavyan Universiteti ,Nəsimi r.",40.4053327515815,Bakı,49.81380344106,3006938,29 Oktyabr 2022 ,,
1542,Yeni tikili,10 / 20,170 m²,3,var,348000,AZN,"İzmir parkı ,İdman kompleksi ,M.Hüseynzadə parkı ,Yasamal r.",40.38915528157386,Bakı,49.82284036724553,3006939,22 Oktyabr 2022 ,,
